start_date,end_date,OT
2014-11-18,2014-11-24,60.54
2014-11-25,2014-12-01,60.49
2014-12-02,2014-12-08,60.08
2014-12-09,2014-12-15,59.27
2014-12-16,2014-12-22,58.41
2014-12-23,2014-12-29,57.99
2014-12-30,2015-01-05,60.84
2015-01-06,2015-01-12,62.98
2015-01-13,2015-01-19,62.59
2015-01-20,2015-01-26,61.05
2015-01-27,2015-02-02,56.61
2015-02-03,2015-02-09,58.34
2015-02-10,2015-02-16,55.97
2015-02-17,2015-02-23,49.58
2015-02-24,2015-03-02,50.11
2015-03-03,2015-03-09,50.55
2015-03-10,2015-03-16,50.98
2015-03-17,2015-03-23,49.89
2015-03-24,2015-03-30,48.68
2015-03-31,2015-04-06,46.04
2015-04-07,2015-04-13,45.03
2015-04-14,2015-04-20,46.9
2015-04-21,2015-04-27,51.38
2015-04-28,2015-05-04,51.49
2015-05-05,2015-05-11,49.38
2015-05-12,2015-05-18,49.32
2015-05-19,2015-05-25,52.36
2015-05-26,2015-06-01,53.58
2015-06-02,2015-06-08,58.21
2015-06-09,2015-06-15,60.87
2015-06-16,2015-06-22,59.1
2015-06-23,2015-06-29,56.96
2015-06-30,2015-07-06,58.29
2015-07-07,2015-07-13,59.48
2015-07-14,2015-07-20,60.6
2015-07-21,2015-07-27,60.6
2015-07-28,2015-08-03,55.81
2015-08-04,2015-08-10,52.98
2015-08-11,2015-08-17,51.66
2015-08-18,2015-08-24,50.51
2015-08-25,2015-08-31,50.78
2015-09-01,2015-09-07,50.12
2015-09-08,2015-09-14,48.0
2015-09-15,2015-09-21,47.52
2015-09-22,2015-09-28,47.25
2015-09-29,2015-10-05,47.01
2015-10-06,2015-10-12,53.08
2015-10-13,2015-10-19,51.3
2015-10-20,2015-10-26,46.97
2015-10-27,2015-11-02,51.33
2015-11-03,2015-11-09,56.02
2015-11-10,2015-11-16,58.54
2015-11-17,2015-11-23,59.79
2015-11-24,2015-11-30,64.12
2015-12-01,2015-12-07,67.59
2015-12-08,2015-12-14,68.87
2015-12-15,2015-12-21,69.32
2015-12-22,2015-12-28,70.0
2015-12-29,2016-01-04,70.64
2016-01-05,2016-01-11,71.93
2016-01-12,2016-01-18,73.51
2016-01-19,2016-01-25,74.1
2016-01-26,2016-02-01,74.72
2016-02-02,2016-02-08,73.95
2016-02-09,2016-02-15,73.73
2016-02-16,2016-02-22,71.17
2016-02-23,2016-02-29,73.15
2016-03-01,2016-03-07,71.41
2016-03-08,2016-03-14,68.54
2016-03-15,2016-03-21,69.21
2016-03-22,2016-03-28,68.16
2016-03-29,2016-04-04,64.69
2016-04-05,2016-04-11,65.56
2016-04-12,2016-04-18,63.38
2016-04-19,2016-04-25,63.33
2016-04-26,2016-05-02,63.02
2016-05-03,2016-05-09,67.86
2016-05-10,2016-05-16,70.76
2016-05-17,2016-05-23,71.99
2016-05-24,2016-05-30,71.17
2016-05-31,2016-06-06,70.62
2016-06-07,2016-06-13,68.12
2016-06-14,2016-06-20,64.55
2016-06-21,2016-06-27,61.05
2016-06-28,2016-07-04,59.24
2016-07-05,2016-07-11,59.31
2016-07-12,2016-07-18,59.18
2016-07-19,2016-07-25,55.46
2016-07-26,2016-08-01,53.86
2016-08-02,2016-08-08,54.55
2016-08-09,2016-08-15,53.79
2016-08-16,2016-08-22,57.46
2016-08-23,2016-08-29,62.02
2016-08-30,2016-09-05,62.3
2016-09-06,2016-09-12,63.06
2016-09-13,2016-09-19,63.05
2016-09-20,2016-09-26,62.35
2016-09-27,2016-10-03,61.21
2016-10-04,2016-10-10,63.37
2016-10-11,2016-10-17,62.71
2016-10-18,2016-10-24,61.23
2016-10-25,2016-10-31,61.26
2016-11-01,2016-11-07,58.42
2016-11-08,2016-11-14,57.63
2016-11-15,2016-11-21,55.05
2016-11-22,2016-11-28,52.54
2016-11-29,2016-12-05,51.45
2016-12-06,2016-12-12,52.7
2016-12-13,2016-12-19,53.21
2016-12-20,2016-12-26,52.75
2016-12-27,2017-01-02,56.09
2017-01-03,2017-01-09,59.71
2017-01-10,2017-01-16,63.43
2017-01-17,2017-01-23,65.23
2017-01-24,2017-01-30,71.05
2017-01-31,2017-02-06,71.75
2017-02-07,2017-02-13,72.56
2017-02-14,2017-02-20,71.99
2017-02-21,2017-02-27,68.43
2017-02-28,2017-03-06,66.03
2017-03-07,2017-03-13,67.44
2017-03-14,2017-03-20,68.23
2017-03-21,2017-03-27,64.56
2017-03-28,2017-04-03,65.12
2017-04-04,2017-04-10,69.97
2017-04-11,2017-04-17,72.23
2017-04-18,2017-04-24,71.96
2017-04-25,2017-05-01,76.38
2017-05-02,2017-05-08,82.63
2017-05-09,2017-05-15,81.96
2017-05-16,2017-05-22,80.74
2017-05-23,2017-05-29,82.66
2017-05-30,2017-06-05,79.29
2017-06-06,2017-06-12,80.3
2017-06-13,2017-06-19,77.73
2017-06-20,2017-06-26,77.54
2017-06-27,2017-07-03,76.8
2017-07-04,2017-07-10,76.18
2017-07-11,2017-07-17,75.54
2017-07-18,2017-07-24,68.83
2017-07-25,2017-07-31,66.25
2017-08-01,2017-08-07,67.99
2017-08-08,2017-08-14,69.72
2017-08-15,2017-08-21,74.67
2017-08-22,2017-08-28,75.19
2017-08-29,2017-09-04,74.24
2017-09-05,2017-09-11,73.38
2017-09-12,2017-09-18,71.59
2017-09-19,2017-09-25,69.04
2017-09-26,2017-10-02,68.98
2017-10-03,2017-10-09,67.38
2017-10-10,2017-10-16,68.03
2017-10-17,2017-10-23,68.29
2017-10-24,2017-10-30,69.49
2017-10-31,2017-11-06,71.88
2017-11-07,2017-11-13,72.48
2017-11-14,2017-11-20,70.65
2017-11-21,2017-11-27,69.15
2017-11-28,2017-12-04,64.27
2017-12-05,2017-12-11,60.14
2017-12-12,2017-12-18,54.04
2017-12-19,2017-12-25,52.51
2017-12-26,2018-01-01,54.23
2018-01-02,2018-01-08,53.52
2018-01-09,2018-01-15,51.6
2018-01-16,2018-01-22,48.99
2018-01-23,2018-01-29,47.74
2018-01-30,2018-02-05,38.07
2018-02-06,2018-02-12,39.68
2018-02-13,2018-02-19,45.08
2018-02-20,2018-02-26,46.15
2018-02-27,2018-03-05,50.03
2018-03-06,2018-03-12,51.86
2018-03-13,2018-03-19,52.16
2018-03-20,2018-03-26,54.89
2018-03-27,2018-04-02,55.52
2018-04-03,2018-04-09,58.55
2018-04-10,2018-04-16,59.42
2018-04-17,2018-04-23,62.5
2018-04-24,2018-04-30,62.77
2018-05-01,2018-05-07,62.55
2018-05-08,2018-05-14,61.14
2018-05-15,2018-05-21,60.14
2018-05-22,2018-05-28,63.48
2018-05-29,2018-06-04,64.09
2018-06-05,2018-06-11,60.96
2018-06-12,2018-06-18,59.8
2018-06-19,2018-06-25,59.56
2018-06-26,2018-07-02,58.23
2018-07-03,2018-07-09,57.96
2018-07-10,2018-07-16,58.3
2018-07-17,2018-07-23,57.04
2018-07-24,2018-07-30,54.17
2018-07-31,2018-08-06,53.49
2018-08-07,2018-08-13,53.78
2018-08-14,2018-08-20,50.54
2018-08-21,2018-08-27,51.3
2018-08-28,2018-09-03,52.47
2018-09-04,2018-09-10,54.28
2018-09-11,2018-09-17,57.06
2018-09-18,2018-09-24,57.2
2018-09-25,2018-10-01,58.63
2018-10-02,2018-10-08,59.47
2018-10-09,2018-10-15,62.86
2018-10-16,2018-10-22,67.02
2018-10-23,2018-10-29,67.19
2018-10-30,2018-11-05,68.48
2018-11-06,2018-11-12,69.26
2018-11-13,2018-11-19,69.67
2018-11-20,2018-11-26,70.95
2018-11-27,2018-12-03,70.6
2018-12-04,2018-12-10,71.76
2018-12-11,2018-12-17,71.52
2018-12-18,2018-12-24,71.23
2018-12-25,2018-12-31,70.52
2019-01-01,2019-01-07,73.06
2019-01-08,2019-01-14,73.47
2019-01-15,2019-01-21,72.6
2019-01-22,2019-01-28,72.91
2019-01-29,2019-02-04,73.91
2019-02-05,2019-02-11,73.63
2019-02-12,2019-02-18,71.95
2019-02-19,2019-02-25,73.92
2019-02-26,2019-03-04,76.6
2019-03-05,2019-03-11,76.82
2019-03-12,2019-03-18,80.6
2019-03-19,2019-03-25,83.28
2019-03-26,2019-04-01,83.47
2019-04-02,2019-04-08,81.59
2019-04-09,2019-04-15,83.72
2019-04-16,2019-04-22,87.07
2019-04-23,2019-04-29,88.55
2019-04-30,2019-05-06,89.58
2019-05-07,2019-05-13,90.68
2019-05-14,2019-05-20,91.5
2019-05-21,2019-05-27,91.01
2019-05-28,2019-06-03,88.74
2019-06-04,2019-06-10,88.06
2019-06-11,2019-06-17,90.04
2019-06-18,2019-06-24,88.85
2019-06-25,2019-07-01,89.37
2019-07-02,2019-07-08,89.5
2019-07-09,2019-07-15,80.66
2019-07-16,2019-07-22,80.42
2019-07-23,2019-07-29,79.49
2019-07-30,2019-08-05,77.16
2019-08-06,2019-08-12,76.05
2019-08-13,2019-08-19,74.7
2019-08-20,2019-08-26,72.41
2019-08-27,2019-09-02,71.2
2019-09-03,2019-09-09,70.19
2019-09-10,2019-09-16,69.27
2019-09-17,2019-09-23,67.47
2019-09-24,2019-09-30,64.43
2019-10-01,2019-10-07,65.15
2019-10-08,2019-10-14,67.35
2019-10-15,2019-10-21,64.96
2019-10-22,2019-10-28,67.01
2019-10-29,2019-11-04,70.15
2019-11-05,2019-11-11,75.01
2019-11-12,2019-11-18,73.37
2019-11-19,2019-11-25,73.58
2019-11-26,2019-12-02,70.89
2019-12-03,2019-12-09,72.03
2019-12-10,2019-12-16,75.27
2019-12-17,2019-12-23,76.14
2019-12-24,2019-12-30,77.34
2019-12-31,2020-01-06,78.53
2020-01-07,2020-01-13,78.78
2020-01-14,2020-01-20,79.49
2020-01-21,2020-01-27,78.18
2020-01-28,2020-02-03,76.11
2020-02-04,2020-02-10,76.93
2020-02-11,2020-02-17,78.22
2020-02-18,2020-02-24,79.05
2020-02-25,2020-03-02,79.74
2020-03-03,2020-03-09,79.1
2020-03-10,2020-03-16,79.69
2020-03-17,2020-03-23,79.17
2020-03-24,2020-03-30,79.05
2020-03-31,2020-04-06,78.92
2020-04-07,2020-04-13,78.67
2020-04-14,2020-04-20,78.62
2020-04-21,2020-04-27,77.5
2020-04-28,2020-05-04,76.0
2020-05-05,2020-05-11,74.25
2020-05-12,2020-05-18,71.28
2020-05-19,2020-05-25,70.1
2020-05-26,2020-06-01,71.1
2020-06-02,2020-06-08,69.84
2020-06-09,2020-06-15,67.53
2020-06-16,2020-06-22,63.27
2020-06-23,2020-06-29,62.43
2020-06-30,2020-07-06,61.85
2020-07-07,2020-07-13,58.37
2020-07-14,2020-07-20,56.01
2020-07-21,2020-07-27,52.47
2020-07-28,2020-08-03,52.16
2020-08-04,2020-08-10,53.51
2020-08-11,2020-08-17,54.43
2020-08-18,2020-08-24,53.51
2020-08-25,2020-08-31,50.01
2020-09-01,2020-09-07,46.27
2020-09-08,2020-09-14,47.06
2020-09-15,2020-09-21,47.0
2020-09-22,2020-09-28,46.13
2020-09-29,2020-10-05,44.5
2020-10-06,2020-10-12,44.96
2020-10-13,2020-10-19,43.34
2020-10-20,2020-10-26,42.39
2020-10-27,2020-11-02,44.04
2020-11-03,2020-11-09,45.93
2020-11-10,2020-11-16,44.2
2020-11-17,2020-11-23,44.05
2020-11-24,2020-11-30,41.75
2020-12-01,2020-12-07,42.28
2020-12-08,2020-12-14,41.8
2020-12-15,2020-12-21,42.17
2020-12-22,2020-12-28,42.53
2020-12-29,2021-01-04,43.05
2021-01-05,2021-01-11,47.06
2021-01-12,2021-01-18,45.72
2021-01-19,2021-01-25,44.3
2021-01-26,2021-02-01,45.25
2021-02-02,2021-02-08,43.02
2021-02-09,2021-02-15,42.9
2021-02-16,2021-02-22,43.09
2021-02-23,2021-03-01,43.56
2021-03-02,2021-03-08,44.98
2021-03-09,2021-03-15,38.72
2021-03-16,2021-03-22,39.31
2021-03-23,2021-03-29,40.69
2021-03-30,2021-04-05,41.38
2021-04-06,2021-04-12,41.5
2021-04-13,2021-04-19,44.37
2021-04-20,2021-04-26,42.58
2021-04-27,2021-05-03,39.39
2021-05-04,2021-05-10,41.59
2021-05-11,2021-05-17,45.38
2021-05-18,2021-05-24,46.59
2021-05-25,2021-05-31,45.2
2021-06-01,2021-06-07,47.18
2021-06-08,2021-06-14,46.4
2021-06-15,2021-06-21,47.31
2021-06-22,2021-06-28,46.82
2021-06-29,2021-07-05,48.65
2021-07-06,2021-07-12,47.62
2021-07-13,2021-07-19,49.08
2021-07-20,2021-07-26,49.94
2021-07-27,2021-08-02,50.57
2021-08-03,2021-08-09,50.79
2021-08-10,2021-08-16,49.69
2021-08-17,2021-08-23,49.65
2021-08-24,2021-08-30,51.34
2021-08-31,2021-09-06,53.47
2021-09-07,2021-09-13,54.02
2021-09-14,2021-09-20,51.01
2021-09-21,2021-09-27,49.0
2021-09-28,2021-10-04,47.51
2021-10-05,2021-10-11,47.75
2021-10-12,2021-10-18,47.61
2021-10-19,2021-10-25,48.34
2021-10-26,2021-11-01,46.23
2021-11-02,2021-11-08,47.41
2021-11-09,2021-11-15,47.24
2021-11-16,2021-11-22,46.77
2021-11-23,2021-11-29,45.03
2021-11-30,2021-12-06,42.07
2021-12-07,2021-12-13,39.59
2021-12-14,2021-12-20,38.04
2021-12-21,2021-12-27,39.37
2021-12-28,2022-01-03,38.5
2022-01-04,2022-01-10,39.91
2022-01-11,2022-01-17,39.92
2022-01-18,2022-01-24,40.65
2022-01-25,2022-01-31,40.59
2022-02-01,2022-02-07,39.41
2022-02-08,2022-02-14,40.34
2022-02-15,2022-02-21,39.18
2022-02-22,2022-02-28,38.52
2022-03-01,2022-03-07,38.38
2022-03-08,2022-03-14,37.05
2022-03-15,2022-03-21,37.76
2022-03-22,2022-03-28,39.74
2022-03-29,2022-04-04,41.7
2022-04-05,2022-04-11,41.92
2022-04-12,2022-04-18,43.47
2022-04-19,2022-04-25,44.84
2022-04-26,2022-05-02,45.79
2022-05-03,2022-05-09,45.95
2022-05-10,2022-05-16,48.19
2022-05-17,2022-05-23,46.57
2022-05-24,2022-05-30,46.62
2022-05-31,2022-06-06,48.43
2022-06-07,2022-06-13,45.1
2022-06-14,2022-06-20,44.8
2022-06-21,2022-06-27,40.18
2022-06-28,2022-07-04,34.97
2022-07-05,2022-07-11,33.92
2022-07-12,2022-07-18,35.33
2022-07-19,2022-07-25,36.68
2022-07-26,2022-08-01,39.59
2022-08-02,2022-08-08,43.25
2022-08-09,2022-08-15,44.53
2022-08-16,2022-08-22,43.68
2022-08-23,2022-08-29,45.67
2022-08-30,2022-09-05,45.63
2022-09-06,2022-09-12,46.46
2022-09-13,2022-09-19,44.36
2022-09-20,2022-09-26,42.08
2022-09-27,2022-10-03,36.92
2022-10-04,2022-10-10,35.17
2022-10-11,2022-10-17,31.52
2022-10-18,2022-10-24,31.14
2022-10-25,2022-10-31,29.28
2022-11-01,2022-11-07,28.61
2022-11-08,2022-11-14,28.85
2022-11-15,2022-11-21,31.47
2022-11-22,2022-11-28,31.58
2022-11-29,2022-12-05,33.27
2022-12-06,2022-12-12,34.26
2022-12-13,2022-12-19,35.03
2022-12-20,2022-12-26,38.17
2022-12-27,2023-01-02,38.05
2023-01-03,2023-01-09,41.85
2023-01-10,2023-01-16,44.32
2023-01-17,2023-01-23,45.63
2023-01-24,2023-01-30,47.25
2023-01-31,2023-02-06,48.39
2023-02-07,2023-02-13,49.5
2023-02-14,2023-02-20,52.02
2023-02-21,2023-02-27,51.98
2023-02-28,2023-03-06,54.03
2023-03-07,2023-03-13,54.13
2023-03-14,2023-03-20,56.09
2023-03-21,2023-03-27,55.97
2023-03-28,2023-04-03,56.53
2023-04-04,2023-04-10,56.86
2023-04-11,2023-04-17,60.49
2023-04-18,2023-04-24,61.08
2023-04-25,2023-05-01,61.48
2023-05-02,2023-05-08,61.6
2023-05-09,2023-05-15,61.87
2023-05-16,2023-05-22,65.41
2023-05-23,2023-05-29,66.06
2023-05-30,2023-06-05,58.13
2023-06-06,2023-06-12,54.28
2023-06-13,2023-06-19,54.29
2023-06-20,2023-06-26,53.06
2023-06-27,2023-07-03,54.86
2023-07-04,2023-07-10,56.25
2023-07-11,2023-07-17,58.67
2023-07-18,2023-07-24,58.38
2023-07-25,2023-07-31,57.19
2023-08-01,2023-08-07,55.74
2023-08-08,2023-08-14,54.65
2023-08-15,2023-08-21,56.01
2023-08-22,2023-08-28,56.68
2023-08-29,2023-09-04,56.62
2023-09-05,2023-09-11,56.21
2023-09-12,2023-09-18,55.18
2023-09-19,2023-09-25,53.18
2023-09-26,2023-10-02,52.53
2023-10-03,2023-10-09,50.88
2023-10-10,2023-10-16,50.41
2023-10-17,2023-10-23,51.02
2023-10-24,2023-10-30,51.32
2023-10-31,2023-11-06,54.37
2023-11-07,2023-11-13,53.58
2023-11-14,2023-11-20,53.23
2023-11-21,2023-11-27,52.84
2023-11-28,2023-12-04,53.21
2023-12-05,2023-12-11,53.54
2023-12-12,2023-12-18,53.01
2023-12-19,2023-12-25,53.58
2023-12-26,2024-01-01,54.5
2024-01-02,2024-01-08,54.06
2024-01-09,2024-01-15,55.14
2024-01-16,2024-01-22,57.19
2024-01-23,2024-01-29,58.2
2024-01-30,2024-02-05,62.88
2024-02-06,2024-02-12,64.98
2024-02-13,2024-02-19,66.74
2024-02-20,2024-02-26,65.29
2024-02-27,2024-03-04,60.65
2024-03-05,2024-03-11,60.25
2024-03-12,2024-03-18,61.7
2024-03-19,2024-03-25,63.0
2024-03-26,2024-04-01,64.8
2024-04-02,2024-04-08,65.53
2024-04-09,2024-04-15,67.37
2024-04-16,2024-04-22,67.21
2024-04-23,2024-04-29,67.72
2024-04-30,2024-05-06,68.36
2024-05-07,2024-05-13,70.53
2024-05-14,2024-05-20,73.61
