task_id,origin_id,proxy_selected,conservative_lag_selected,removed_by_lag,removed_end_dates,trigger
SocialGood_h3_f1,SocialGood:h3:f1:o449,32,32,"['02363d4d4175a90c', '0631711af38debe7', '13ad89f61e546325', '370e6c9d0157ae1b', '432590c980fa3901', '96a9843cf8456879', 'b57e82398e03bee9', 'd02f299b3b32773a']","['1985-05-26', '1985-05-05', '1985-05-12', '1985-05-05', '1985-05-19', '1985-05-26', '1985-05-19', '1985-05-12']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o450,32,32,"['14e0fa6cc6a65701', '241562f3990d81ce', '42c61332e713dcce', '8beff4b2842aeb72', '91c5daa71e2a6865', '9e6002c09258142a', 'c81f9fcdd72a8555', 'd7ef33f9f2d7b542', 'e3d30199fe24f8f3', 'f39a4381ab91e9a9']","['1985-06-16', '1985-06-16', '1985-06-23', '1985-06-02', '1985-06-09', '1985-06-30', '1985-06-30', '1985-06-23', '1985-06-09', '1985-06-02']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o451,32,32,"['1dce9966e61b46bf', '595db92e111b5d35', '65f423fe7fe83712', '78f4e0ae3ba55f02', 'b40625610fc91952', 'df5c0e48c40d337f', 'e2c2d24d7ff61ba6']","['1985-07-21', '1985-07-28', '1985-07-07', '1985-07-14', '1985-07-21', '1985-07-14', '1985-07-07']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o452,32,32,"['149342abbd300240', '63927601b808c223', '6ab7113210ec0f09', '89c63faffe7680cb', '9440f4c589f4a28d', 'edf522518e5fd983', 'f4b8d0fcb43013d0', 'fad18fd128ef006c']","['1985-08-18', '1985-08-11', '1985-08-25', '1985-08-04', '1985-08-18', '1985-08-11', '1985-08-04', '1985-08-25']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o453,32,32,"['11184684511655d6', '2fcf580e5acfa190', '30d7544316b71919', '3e2be57d111b6f8f', '7b103ca9c5bf29ac', '8fbb2209d7b8f4d8', 'c317a653b2f272c3', 'c9abfefa824d6815', 'caa067e48adc0fb3', 'd68270ba3a380db5']","['1985-09-01', '1985-09-15', '1985-09-22', '1985-09-01', '1985-09-29', '1985-09-08', '1985-09-08', '1985-09-15', '1985-09-29', '1985-09-22']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o454,32,32,"['3c86bb9ed925a37a', '43b7baa0758dff9c', '774a24a555363f50', '9513540f027c88a8', 'b60994163e2a6f4f', 'c8d4443084fa6460', 'e69e16a9f9d2b896', 'fc01c548eeac056c']","['1985-10-06', '1985-10-06', '1985-10-27', '1985-10-27', '1985-10-13', '1985-10-20', '1985-10-20', '1985-10-13']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o455,32,32,"['096ee12ded58dd82', '2d5a4f11128f9eb8', '3dda9c7dfacbfdbc', '47d5fc530c4afe06', 'b46b8206360e912b', 'c1ece9ebe178bb4e', 'edc2e942c1875927']","['1985-11-17', '1985-11-24', '1985-11-24', '1985-11-03', '1985-11-10', '1985-11-03', '1985-11-17']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o458,32,32,"['0ff1fb5359eec6b3', '131c1ba437080b5a', '5aeff3989744d001', '772c7df90c79d72b', '7cff001f290e26dc', '8e201d2f9c10995e', 'f40a7890479062d7']","['1986-02-23', '1986-02-23', '1986-02-16', '1986-02-02', '1986-02-02', '1986-02-09', '1986-02-16']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o459,32,32,"['06721dd63e3a778f', '3657291398742f31', '37042e76fd4cff1c', '4857082dc584bd56', '53fb3284d31575cf', '554942d72e31a966', '8a197c43a3ceb7b4', 'f26fbc7825aada09', 'f387278f6ebb09a2']","['1986-03-23', '1986-03-02', '1986-03-23', '1986-03-09', '1986-03-02', '1986-03-09', '1986-03-30', '1986-03-16', '1986-03-16']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o460,32,32,"['0d9366b68797b849', '36c2802b621c290f', '6cd58d49ca4e82c4', '6d65d0baeef9c7ed', 'ac63c747f55835bd', 'c296fc04c714ab25']","['1986-04-06', '1986-04-20', '1986-04-06', '1986-04-20', '1986-04-13', '1986-04-13']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o461,32,32,"['1fb31de3f5e844f1', '20d13f0472edead3', '63b730c352b9c322', '6677db5fbc872a7c', '71888052dbdc19f4', 'adf54ab2a5918e95', 'b6a20d317b68749a']","['1986-05-18', '1986-05-18', '1986-05-25', '1986-05-11', '1986-05-04', '1986-05-25', '1986-05-11']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o462,32,32,"['017a6a143bf4b2c3', '1505e6454b0957e7', '5355833a660328a6', '74b4b6f34e0ac762', '9e00fb156017108d', 'dd0f5d5b703e811c', 'e0f88464ae4abe6e', 'f7819db8b8a381cc']","['1986-06-15', '1986-06-08', '1986-06-29', '1986-06-08', '1986-06-15', '1986-06-01', '1986-06-22', '1986-06-01']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o463,32,32,"['0c1d9c0830af96c1', '241b80afba45f0d9', '4633d0b80835cf79', '6bc48f590ad77252', 'a80b3f813b52e293', 'd596cccd47a1841a', 'fc02aa2003b9eff1']","['1986-07-13', '1986-07-20', '1986-07-13', '1986-07-20', '1986-07-27', '1986-07-06', '1986-07-06']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o464,32,32,"['31b126520cfa3ee6', '3c8405d279f118ef', '3ca233b8ad965399', '4c8ee3245527eea3', '666cbaf3a05893e4', 'b73ae575eff33d3a', 'dc89dfa84d3402fb', 'f41ea08ca134d58d', 'f664f55e71b25251']","['1986-08-31', '1986-08-17', '1986-08-03', '1986-08-24', '1986-08-17', '1986-08-31', '1986-08-03', '1986-08-10', '1986-08-10']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o465,32,32,"['31b126520cfa3ee6', '3788d34ac2fa7dcb', '3d358c77a3030f85', '515b981413a62383', '8a081ff9ec396bf6', '9746bb425c9707a8', 'b73ae575eff33d3a', 'c45a4afb51e7c854', 'f06263548e47118a']","['1986-08-31', '1986-09-21', '1986-09-07', '1986-09-07', '1986-09-14', '1986-09-28', '1986-08-31', '1986-09-14', '1986-09-28']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o466,32,32,"['031926880365419a', '1ef59e8c6c4c60ed', '392dee08117d2835', '402d5ad5cd267124', '4d92527706d5b89d', '8cab5340d678d918', 'a809da5b94a3a34f']","['1986-10-26', '1986-10-05', '1986-10-26', '1986-10-12', '1986-10-12', '1986-10-19', '1986-10-19']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o467,32,32,"['1d8ee250667968a5', '2ed0514d353ab962', '35b0156becf094d0', '5c4781c61d18382b', '69b807ba61d6bcd3', '9e47f257edcc5e0c', 'af79e12d4aeb2414', 'b47d2cad98670d6a', 'bc6d64ee58946bf6', 'c44f4526e3a7509d']","['1986-11-09', '1986-11-23', '1986-11-23', '1986-11-09', '1986-11-02', '1986-11-16', '1986-11-30', '1986-11-16', '1986-11-30', '1986-11-02']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o468,32,32,"['187c090572ea30bc', '2b0ffe599f284af7', '2bf52dd1e3ffbb52', '567f8d6567dbfded', '8e4465e08d1f54a1', 'aa7cd64d68e0ff1b', 'aeec90653c559c5e', 'bc4cdda39e863c77']","['1986-12-14', '1986-12-21', '1986-12-21', '1986-12-14', '1986-12-07', '1986-12-28', '1986-12-07', '1986-12-28']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o469,32,32,"['6b884ee62c4bf7a7', '70d3a5124b86fd37', '73b752c1352af86b', '91494dfd35254a17', '947215203e0bf16f', '9ce9bf208e434ce1', 'a681733a2fd7083d', 'ad11a439326e2cca']","['1987-01-18', '1987-01-18', '1987-01-25', '1987-01-11', '1987-01-04', '1987-01-04', '1987-01-11', '1987-01-25']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o470,32,32,"['303f546607ad86b0', '52957b1e14045b1f', '8d56319dbb6d20c5', 'a832a290f7a370e0', 'b7b10eba6ea18499', 'db68faba4b484f39']","['1987-02-01', '1987-02-15', '1987-02-08', '1987-02-22', '1987-02-08', '1987-02-01']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o471,32,32,"['15bb57efcd42e754', '17d48c021b3d8561', '1faf4eaf2849f4ab', '30101a93370503c6', 'bc68ac445d31b785', 'bcc08aca42b9cf21', 'c7814ad49ed446fb', 'd0140b4ef95d34e0', 'f1c790bff84aa7b7', 'f250e6e29d8a91c1']","['1987-03-29', '1987-03-08', '1987-03-22', '1987-03-15', '1987-03-15', '1987-03-01', '1987-03-22', '1987-03-08', '1987-03-29', '1987-03-01']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o472,32,32,"['32f20079d8cb5579', '3652cd8163a56b07', '38e6faa73f9b55c7', '519cef5ff8116135', '81fc856f69d313c1', '881bde041a46f1ae', 'dfac5dfdc7bae515', 'e214f48ea8d150ef']","['1987-04-19', '1987-04-26', '1987-04-05', '1987-04-26', '1987-04-19', '1987-04-12', '1987-04-12', '1987-04-05']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o473,32,32,"['04e6f7c6236035ee', '10c3357e96212b3c', '61fcbc1510cfa300', '81967919a1695bcf', 'c0a8310725b3c67f', 'd3774a4f522ac764', 'dc005d273a85c1ba', 'f0227890ba49ff01', 'f2da78c5b93a2fc2']","['1987-05-31', '1987-05-03', '1987-05-10', '1987-05-24', '1987-05-10', '1987-05-17', '1987-05-31', '1987-05-03', '1987-05-17']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o474,32,32,"['020eba3fb2615802', '04e6f7c6236035ee', '1093127f2e758322', '477b4a8c320bf0ed', '7539fec2673b5ef0', '8b1f00833a7c217d', 'a6f6625655639488', 'c8947a0c84388323', 'dc005d273a85c1ba']","['1987-06-07', '1987-05-31', '1987-06-21', '1987-06-14', '1987-06-21', '1987-06-28', '1987-06-14', '1987-06-07', '1987-05-31']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o475,32,32,"['002adfdd61303426', '101d1f76dc19956a', '207166ec0eaaf576', '3bb06af750b647ec', '60c7e3aeeab8e6a7', 'a662bcccabc03209', 'ec35190396f1b20c', 'ffa5fcd7adef5195']","['1987-07-19', '1987-07-12', '1987-07-05', '1987-07-12', '1987-07-26', '1987-07-26', '1987-07-19', '1987-07-05']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o476,32,32,"['37862809ee3d0272', '4ac7953ad1e05416', '500488014cad380e', '97c000e22be35698', '9f511d8b2ceab2f5', 'd3546fb4c6142ac9', 'edd7ffb42c8ced73']","['1987-08-02', '1987-08-23', '1987-08-23', '1987-08-09', '1987-08-02', '1987-08-16', '1987-08-16']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o477,32,32,"['0593c7877f6c641a', '4f35d8b30f939682', '63ab10bca69f4c4d', '6938e7d2e9db6cca', '93b7b71c7550754b', 'c6fd7ba4c2623218', 'dd40767edf689c21', 'f2112de5ec2e2433']","['1987-09-13', '1987-09-06', '1987-09-27', '1987-09-13', '1987-09-27', '1987-09-06', '1987-09-20', '1987-09-20']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o478,32,32,"['07dcab0f4096b4bf', '49efdea9592087d6', 'a3440be6543231a3', 'b85cb1503e65c57b', 'c973b12f7e9d5841', 'd434c9e0d67f0b3a', 'd7cfb39461907e64']","['1987-10-25', '1987-10-11', '1987-10-18', '1987-10-04', '1987-10-04', '1987-10-11', '1987-10-18']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o479,32,32,"['18a91b3cc6971edb', '32fec5182d6c1b21', '5ff6fdad9012c040', '634d57f40461bd08', '69e8b2e02fdba060', '6d67efad1cfc3396', '9aef15404e7a0217', 'abe09424e4a44989', 'af47699a808febfd']","['1987-11-29', '1987-11-08', '1987-11-15', '1987-11-01', '1987-11-01', '1987-11-15', '1987-11-22', '1987-11-08', '1987-11-22']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o480,32,32,"['2e9f390d5f103fe8', '4f9454149d1fb56b', '54a5c96d620adf40', '55a816df4b70c924', '8de7d98f10caf43e', '92035bd910b57d9c', '9523aa29e1700ed2', 'f9fba3b0682a1d92']","['1987-12-06', '1987-12-27', '1987-12-13', '1987-12-20', '1987-12-06', '1987-12-13', '1987-12-27', '1987-12-20']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o481,32,32,"['091fdd64386bf0a8', '41bc0a1a81665be5', '7ec7b59d2ff22eb4', '95d36779853409ec', 'ac5a6d208c5e60a6', 'b248f4eaa0e35791', 'ceb8f0ea17e981ec', 'f078040aad8004ee']","['1988-01-24', '1988-01-17', '1988-01-03', '1988-01-17', '1988-01-24', '1988-01-03', '1988-01-10', '1988-01-31']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o482,32,32,"['007ac932d678ec2e', '00d45642cf74b6a4', '231e9da8bc435d74', '39ed014abda63ad0', '4afe4b7e0cfc6806', '660c33d5ccb1844b', 'a030bebefd37840a', 'e57fd85b78249d9b', 'f078040aad8004ee']","['1988-02-28', '1988-02-21', '1988-02-07', '1988-02-14', '1988-02-21', '1988-02-28', '1988-02-07', '1988-02-14', '1988-01-31']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o483,32,32,"['3d80569f2fd3ab91', '633ab6699720dcb7', '8e5867e576e74863', 'af5c3e7dee416d95', 'b68fd0846bb2b6e2', 'd6e406e05007f18b']","['1988-03-13', '1988-03-20', '1988-03-13', '1988-03-06', '1988-03-20', '1988-03-06']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o484,32,32,"['0a26cc3f7239d2bc', '0eda6bf201ce3f41', '512be08c98f8f8b8', '53bf432872958e34', '7661d781dcf23ced', 'c7190ce55777fe0b', 'd94665f3514d6f51']","['1988-04-10', '1988-04-03', '1988-04-10', '1988-04-17', '1988-04-17', '1988-04-24', '1988-04-03']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o485,32,32,"['247b75b738dd357e', '2b376a5787033309', '481ad4fdb5fd0b33', '51c4338f7b453015', '63501d37e9a9394b', '6d0a85ee6442c83b', '80b94cc837084f79', 'c4483d53ccc6656e', 'c9b7559e44103ff0', 'd738d53dc27e240b']","['1988-05-15', '1988-05-29', '1988-05-22', '1988-05-08', '1988-05-01', '1988-05-15', '1988-05-29', '1988-05-01', '1988-05-08', '1988-05-22']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o486,32,32,"['155ac1e04aff35c0', '1855881d0a81138a', '27120be6b81bbba1', 'a0d16ccffc148d7d', 'b96d7d60175a6004', 'bd1101359022b46c', 'e55001f75ea34edc']","['1988-06-19', '1988-06-05', '1988-06-19', '1988-06-12', '1988-06-05', '1988-06-26', '1988-06-12']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o487,32,32,"['2890fc388f0b380a', '4f8cbf72e033b671', '63f77fae9d7cdfd0', '7e58174783853d50', '9cadb71003071160', 'a0431956b5bbcddf', 'ac32a73173984cf5', 'd53fe07f3ff86f4b', 'f11af701ebf595aa', 'f4a69511a460062e']","['1988-07-31', '1988-07-03', '1988-07-17', '1988-07-03', '1988-07-17', '1988-07-31', '1988-07-10', '1988-07-24', '1988-07-10', '1988-07-24']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o488,32,32,"['82feb9113ee35440', '93ab7fa5dd63107b', 'a3726c852cf34517', 'a8f7cff06272758e', 'c6fb85f9842baeb5', 'd9dba2f8c2727985', 'f1144d20c8ff1bbf']","['1988-08-07', '1988-08-14', '1988-08-07', '1988-08-21', '1988-08-28', '1988-08-21', '1988-08-28']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o489,32,32,"['0126e8bb4225b080', '0da73315b5764dcb', '1011414d69efa105', '2d350c93737982ab', '72529b0451f10c84', 'ad011e8643d49a34', 'ad256c2711e2feb3', 'c3a5979c2d9ae8f5']","['1988-09-25', '1988-09-11', '1988-09-11', '1988-09-25', '1988-09-18', '1988-09-18', '1988-09-04', '1988-09-04']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o490,32,32,"['19777435a37712be', '3b0ae911f933c63a', '3ba7d42d8274b930', '5c2c6e5ed746e776', '5ec1e37d6d81b42d', '85b3e943b1920eb5', '97a1b85b09df9ae5', '9bb293d2a62d4be3', 'a3203ec4ca8dedce']","['1988-10-02', '1988-10-30', '1988-10-02', '1988-10-16', '1988-10-30', '1988-10-23', '1988-10-09', '1988-10-16', '1988-10-23']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o491,32,32,"['1bb5d596935473ac', '408c85a7c40d54e3', '47aff0798f65ade2', 'a1b617844bd308d1', 'bf874f46f11f2ac9', 'c34b50419d793fe4', 'dc062900da3de1ab', 'ee0df510f5249625']","['1988-11-13', '1988-11-27', '1988-11-13', '1988-11-20', '1988-11-27', '1988-11-06', '1988-11-06', '1988-11-20']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o492,32,32,"['30e32ee192e94536', '362db749083c7e6d', '61a4617cafc365fb', '8603a48c39a57ef6', '8ddfcbaf346ede64', 'a384d543cf6f6701', 'f9d3afe1fc482182']","['1988-12-18', '1988-12-04', '1988-12-18', '1988-12-25', '1988-12-04', '1988-12-25', '1988-12-11']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o493,32,32,"['1b471887c71504db', '3daa421cb2e7f2d5', '5ea19d82f533c73a', '994221545a63fe52', 'b57c89dceda5094b', 'c1711f848cb47013', 'e326419b0abb0777']","['1989-01-08', '1989-01-01', '1989-01-01', '1989-01-22', '1989-01-29', '1989-01-15', '1989-01-15']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o494,32,32,"['1740b041f9bbf24f', '694da9247d76d32f', '7258a56d3bbaeb46', '95f8985702b10358', '9fd49d8915c374dd', 'b57c89dceda5094b', 'c710a34c1ca670aa']","['1989-02-12', '1989-02-19', '1989-02-05', '1989-02-19', '1989-02-26', '1989-01-29', '1989-02-05']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o495,32,32,"['0ca1630c9f32ff53', '1a81f0f969aa5a4c', '85583835f449cd9a', '8c6fc6256c5e7938', 'e89e1372305ad862', 'eaa8091a06807dc6']","['1989-03-19', '1989-03-05', '1989-03-19', '1989-03-12', '1989-03-12', '1989-03-05']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o496,32,32,"['73fd69cdc4829b45', '9b06677ff7f60d0f', 'b4741ced4e6f6ada', 'd18d9c8905e660e3', 'f45a0442c51385a3', 'f49a47f9f4e01343']","['1989-04-02', '1989-04-23', '1989-04-16', '1989-04-02', '1989-04-16', '1989-04-30']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o497,32,32,"['0e13e170063f8060', '4da7b82f5dc822cf', '712c04e952bbca07', '7fdea7c924ca1ff8', '9370e071869660f2', '9b6b0f528b749352', 'd347a428d53804fd', 'f9a4060fa8cd343b']","['1989-05-07', '1989-05-07', '1989-05-21', '1989-05-28', '1989-05-28', '1989-05-21', '1989-05-14', '1989-05-14']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o498,32,32,"['226b0ea51f91d766', '893bf080c23670c6', 'a604f0eb9e9d7a69', 'aaf74db1baeebd6f', 'b7fc45510690b8d4', 'e3e2a6f8bf312db1', 'e9a4e8f73e88c1de']","['1989-06-18', '1989-06-18', '1989-06-11', '1989-06-04', '1989-06-04', '1989-06-25', '1989-06-11']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o499,32,32,"['1528be86f24b1131', '3e832330916c8097', '658c8a69b106e111', '6aa3732e3b6682d5', '7e8e0c018e6268e2', '860bd110b90556d9', 'bcc7f7611434ffaa', 'e4233bafcfa945c5']","['1989-07-09', '1989-07-30', '1989-07-23', '1989-07-02', '1989-07-30', '1989-07-02', '1989-07-16', '1989-07-09']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o500,32,32,"['0becc70c16a90b9b', '570715cd4e3a1641', '647e000981cfbb6b', 'adf072c265129d35', 'd4d1a13f9da56301', 'f71db09a713e5086', 'fa7f025869c2cf4c']","['1989-08-13', '1989-08-20', '1989-08-27', '1989-08-20', '1989-08-06', '1989-08-13', '1989-08-06']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o501,32,32,"['3e01eaa046e214ef', '64e1921cd58ad06c', '9cc5228a551d1e0e', 'c1ad14a03b30361d', 'f2208149c31de780', 'fd156e79b8e00e9e']","['1989-09-10', '1989-09-03', '1989-09-24', '1989-09-17', '1989-09-17', '1989-09-03']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o502,32,32,"['0bb208c5072cae0c', '280b1bb6f558b13f', '35a3f6fc7f81279b', '4fc04c3c7ad0d0ab', '5ef1a867d8beaf68', '693ef4de28925a9f', '80fd695c5d73fda8', 'd27f45174bdd573e', 'e875dc1adab0c395']","['1989-10-29', '1989-10-08', '1989-10-15', '1989-10-01', '1989-10-22', '1989-10-15', '1989-10-22', '1989-10-01', '1989-10-08']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o503,32,32,"['1fc97ca428dc8be5', '48e677aa8ff74968', '512f22d85cb3c566', '7a3f185b4e3f5646', 'd0638e4b99e39532', 'd373580edec1a667', 'd8e39c844e76b15a', 'def040fed9c67757']","['1989-11-12', '1989-11-26', '1989-11-05', '1989-11-19', '1989-11-12', '1989-11-26', '1989-11-19', '1989-11-05']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o504,32,32,"['76d9119d63f20028', '7ab6b7793102b1bc', '7ce6854d5386a1c4', '9140af5c3d538a49', 'a53f4093d2529d1e', 'b44c40a4a55aed8b', 'd4b6468b05da6097']","['1989-12-17', '1989-12-10', '1989-12-24', '1989-12-17', '1989-12-03', '1989-12-10', '1989-12-31']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o505,32,32,"['2d32bbe25a96f4cf', '7002365fea092e25', '9ac4e0b8eff72818', 'b6e58e0e3f52f180', 'd66a8360723ff474', 'e35362fb5766416d']","['1990-01-07', '1990-01-28', '1990-01-21', '1990-01-14', '1990-01-21', '1990-01-07']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o506,32,32,"['0bec08ea9e1bef6a', '21f2886295340990', '24d43c3b338350d6', '2992c0fdf68757f1', '4961f6d2835d34bc', '900ee54ee9d97dd1', 'b3739c81c0a11d3d', 'e504d9e500a9edaf']","['1990-02-04', '1990-02-11', '1990-02-18', '1990-02-25', '1990-02-25', '1990-02-18', '1990-02-11', '1990-02-04']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o507,32,32,"['01d610c8f19d5dc4', '05e370c2698d1543', '1cd7b23f6fa070c6', '3678cff35f36ec36', '462c0de30812e317', '499b5419e392145c', '4ba888610e3ced9c', 'bc813370a7f1abb1']","['1990-03-11', '1990-03-25', '1990-03-18', '1990-03-11', '1990-03-18', '1990-03-25', '1990-03-04', '1990-03-04']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o508,32,32,"['214f8bdd7c07a4fc', '2de70f0412501726', '30cb65bbb2105387', '472052b22211b78f', '7ee730a4143c0fe2', '86dd070c595b8a88', '9647456a0b63dab4', 'b4c42ba81fc707b1', 'd0078f98030c2136', 'f5cb05414dc6aa74']","['1990-04-08', '1990-04-01', '1990-04-01', '1990-04-08', '1990-04-22', '1990-04-15', '1990-04-22', '1990-04-29', '1990-04-15', '1990-04-29']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o509,32,32,"['0370d0498fe0457a', '4c29d6e028dc4985', '79e787c01b47ece5', '8c6f5924fc398292', '8d41a3e67c97fb55', 'c9a99ddc47cc7d3e', 'efcd4826cc60805c', 'fa67d91cf93a9f90']","['1990-05-20', '1990-05-13', '1990-05-27', '1990-05-06', '1990-05-20', '1990-05-06', '1990-05-27', '1990-05-13']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o510,32,32,"['222cf550004abff9', '8cf274cc614d24a8', 'aa9cea599c851980', 'cbd28867abb0c2fa', 'e4eaa61e909c99fd', 'f30c767f36b2a8fb']","['1990-06-17', '1990-06-10', '1990-06-17', '1990-06-03', '1990-06-24', '1990-06-03']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o511,32,32,"['110e5409bd6800e1', '3c4d89f11abea0f3', '45330367fe4a7968', '4d4f9af261c1b770', '5b1bb7ba27cb3cdf', '73e86ad788b7e64a', 'a2c728c5a160b01d', 'c3e1c686513905ac', 'da36687bce34e7cf', 'dd54165067fe8ab2']","['1990-07-08', '1990-07-22', '1990-07-29', '1990-07-08', '1990-07-15', '1990-07-15', '1990-07-22', '1990-07-01', '1990-07-29', '1990-07-01']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o512,32,32,"['0b79813495d41905', '0ca6ce5067a02229', '455a32ccf216d625', '839071f3d5f4bd7b', '888d950fb4053546', 'bf4a4b6bceb6039b', 'd105020335359144']","['1990-08-26', '1990-08-19', '1990-08-05', '1990-08-12', '1990-08-19', '1990-08-05', '1990-08-26']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o513,32,32,"['1e22163942f58c80', '814e986516781714', '9e81873ccd96cb78', 'aa01926c37c950f6', 'b99ed3f0967cba50', 'c99b241fdf7e7cd0', 'e3134d11419b7298', 'ecd3d59804aaf13a', 'edb37cf43d0a9f3f']","['1990-09-02', '1990-09-09', '1990-09-16', '1990-09-30', '1990-09-16', '1990-09-23', '1990-09-09', '1990-09-02', '1990-09-23']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o514,32,32,"['075c8a1907eca89f', '0aeef7ce09728d58', '4c7a708da1b1326a', '65c667f94413b4cb', '7f91e3b11bafda42', 'c2cba6afd9b4231b', 'f2ad73c842f6bc5e']","['1990-10-28', '1990-10-14', '1990-10-21', '1990-10-07', '1990-10-21', '1990-10-07', '1990-10-28']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o515,32,32,"['1f9841b9afc16a26', '5befc267511162ca', '73301779be9e9b0e', 'cd89c3a1ced35e02', 'cde2a2cfd0c8d91b', 'e91893ff711127e5', 'edfa3f94874842f3', 'fd6155e29405d450']","['1990-11-11', '1990-11-25', '1990-11-18', '1990-11-11', '1990-11-25', '1990-11-04', '1990-11-04', '1990-11-18']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o516,32,32,"['2f3123ab6f09d741', '5cc1601dbdd78097', '5e44c94b914a8965', '6730f2bf604f8284', '6d84a48ff3d3dd2a', '9866ba7de53493f8', 'a39f842076b27277', 'b43179d8d98d3827', 'c6773660c45f4b1e']","['1990-12-30', '1990-12-02', '1990-12-23', '1990-12-09', '1990-12-02', '1990-12-09', '1990-12-16', '1990-12-23', '1990-12-16']",lag_not_elapsed
SocialGood_h3_f1,SocialGood:h3:f1:o517,32,32,"['584a32126c9ef671', '5e1d7f597c7e75f7', '8786752179823358', '926d9f9262edcc14', 'e15439a624cfc490', 'f37d8798baa3d092']","['1991-01-06', '1991-01-13', '1991-01-20', '1991-01-27', '1991-01-06', '1991-01-20']",lag_not_elapsed
