source_bundle_row,origin_id,origin_index,segment,cutoff_time,history_start,segment_lo,segment_hi,package_row,package_partition,horizon_end_index
235,Climate:h4:f2:o287,287,train,2005-07-05T00:00:00,2004-07-06T00:00:00,0,636,235,selection_fit,291
236,Climate:h4:f2:o288,288,train,2005-07-12T00:00:00,2004-07-13T00:00:00,0,636,236,selection_fit,292
237,Climate:h4:f2:o289,289,train,2005-07-19T00:00:00,2004-07-20T00:00:00,0,636,237,selection_fit,293
238,Climate:h4:f2:o290,290,train,2005-07-26T00:00:00,2004-07-27T00:00:00,0,636,238,selection_fit,294
239,Climate:h4:f2:o291,291,train,2005-08-02T00:00:00,2004-08-03T00:00:00,0,636,239,selection_fit,295
240,Climate:h4:f2:o292,292,train,2005-08-09T00:00:00,2004-08-10T00:00:00,0,636,240,selection_fit,296
241,Climate:h4:f2:o293,293,train,2005-08-16T00:00:00,2004-08-17T00:00:00,0,636,241,selection_fit,297
242,Climate:h4:f2:o294,294,train,2005-08-23T00:00:00,2004-08-24T00:00:00,0,636,242,selection_fit,298
243,Climate:h4:f2:o295,295,train,2005-08-30T00:00:00,2004-08-31T00:00:00,0,636,243,selection_fit,299
244,Climate:h4:f2:o296,296,train,2005-09-06T00:00:00,2004-09-07T00:00:00,0,636,244,selection_fit,300
245,Climate:h4:f2:o297,297,train,2005-09-13T00:00:00,2004-09-14T00:00:00,0,636,245,selection_fit,301
246,Climate:h4:f2:o298,298,train,2005-09-20T00:00:00,2004-09-21T00:00:00,0,636,246,selection_fit,302
247,Climate:h4:f2:o299,299,train,2005-09-27T00:00:00,2004-09-28T00:00:00,0,636,247,selection_fit,303
248,Climate:h4:f2:o300,300,train,2005-10-04T00:00:00,2004-10-05T00:00:00,0,636,248,selection_fit,304
249,Climate:h4:f2:o301,301,train,2005-10-11T00:00:00,2004-10-12T00:00:00,0,636,249,selection_fit,305
250,Climate:h4:f2:o302,302,train,2005-10-18T00:00:00,2004-10-19T00:00:00,0,636,250,selection_fit,306
251,Climate:h4:f2:o303,303,train,2005-10-25T00:00:00,2004-10-26T00:00:00,0,636,251,selection_fit,307
252,Climate:h4:f2:o304,304,train,2005-11-01T00:00:00,2004-11-02T00:00:00,0,636,252,selection_fit,308
253,Climate:h4:f2:o305,305,train,2005-11-08T00:00:00,2004-11-09T00:00:00,0,636,253,selection_fit,309
254,Climate:h4:f2:o306,306,train,2005-11-15T00:00:00,2004-11-16T00:00:00,0,636,254,selection_fit,310
255,Climate:h4:f2:o307,307,train,2005-11-22T00:00:00,2004-11-23T00:00:00,0,636,255,selection_fit,311
256,Climate:h4:f2:o308,308,train,2005-11-29T00:00:00,2004-11-30T00:00:00,0,636,256,selection_fit,312
257,Climate:h4:f2:o309,309,train,2005-12-06T00:00:00,2004-12-07T00:00:00,0,636,257,selection_fit,313
258,Climate:h4:f2:o310,310,train,2005-12-13T00:00:00,2004-12-14T00:00:00,0,636,258,selection_fit,314
259,Climate:h4:f2:o311,311,train,2005-12-20T00:00:00,2004-12-21T00:00:00,0,636,259,selection_fit,315
260,Climate:h4:f2:o312,312,train,2005-12-27T00:00:00,2004-12-28T00:00:00,0,636,260,selection_fit,316
261,Climate:h4:f2:o313,313,train,2006-01-03T00:00:00,2005-01-04T00:00:00,0,636,261,selection_fit,317
262,Climate:h4:f2:o314,314,train,2006-01-10T00:00:00,2005-01-11T00:00:00,0,636,262,selection_fit,318
263,Climate:h4:f2:o315,315,train,2006-01-17T00:00:00,2005-01-18T00:00:00,0,636,263,selection_fit,319
264,Climate:h4:f2:o316,316,train,2006-01-24T00:00:00,2005-01-25T00:00:00,0,636,264,selection_fit,320
265,Climate:h4:f2:o317,317,train,2006-01-31T00:00:00,2005-02-01T00:00:00,0,636,265,selection_fit,321
266,Climate:h4:f2:o318,318,train,2006-02-07T00:00:00,2005-02-08T00:00:00,0,636,266,selection_fit,322
267,Climate:h4:f2:o319,319,train,2006-02-14T00:00:00,2005-02-15T00:00:00,0,636,267,selection_fit,323
268,Climate:h4:f2:o320,320,train,2006-02-21T00:00:00,2005-02-22T00:00:00,0,636,268,selection_fit,324
269,Climate:h4:f2:o321,321,train,2006-02-28T00:00:00,2005-03-01T00:00:00,0,636,269,selection_fit,325
270,Climate:h4:f2:o322,322,train,2006-03-07T00:00:00,2005-03-08T00:00:00,0,636,270,selection_fit,326
271,Climate:h4:f2:o323,323,train,2006-03-14T00:00:00,2005-03-15T00:00:00,0,636,271,selection_fit,327
272,Climate:h4:f2:o324,324,train,2006-03-21T00:00:00,2005-03-22T00:00:00,0,636,272,selection_fit,328
273,Climate:h4:f2:o325,325,train,2006-03-28T00:00:00,2005-03-29T00:00:00,0,636,273,selection_fit,329
274,Climate:h4:f2:o326,326,train,2006-04-04T00:00:00,2005-04-05T00:00:00,0,636,274,selection_fit,330
275,Climate:h4:f2:o327,327,train,2006-04-11T00:00:00,2005-04-12T00:00:00,0,636,275,selection_fit,331
276,Climate:h4:f2:o328,328,train,2006-04-18T00:00:00,2005-04-19T00:00:00,0,636,276,selection_fit,332
277,Climate:h4:f2:o329,329,train,2006-04-25T00:00:00,2005-04-26T00:00:00,0,636,277,selection_fit,333
278,Climate:h4:f2:o330,330,train,2006-05-02T00:00:00,2005-05-03T00:00:00,0,636,278,selection_fit,334
279,Climate:h4:f2:o331,331,train,2006-05-09T00:00:00,2005-05-10T00:00:00,0,636,279,selection_fit,335
280,Climate:h4:f2:o332,332,train,2006-05-16T00:00:00,2005-05-17T00:00:00,0,636,280,selection_fit,336
281,Climate:h4:f2:o333,333,train,2006-05-23T00:00:00,2005-05-24T00:00:00,0,636,281,selection_fit,337
282,Climate:h4:f2:o334,334,train,2006-05-30T00:00:00,2005-05-31T00:00:00,0,636,282,selection_fit,338
283,Climate:h4:f2:o335,335,train,2006-06-06T00:00:00,2005-06-07T00:00:00,0,636,283,selection_fit,339
284,Climate:h4:f2:o336,336,train,2006-06-13T00:00:00,2005-06-14T00:00:00,0,636,284,selection_fit,340
285,Climate:h4:f2:o337,337,train,2006-06-20T00:00:00,2005-06-21T00:00:00,0,636,285,selection_fit,341
286,Climate:h4:f2:o338,338,train,2006-06-27T00:00:00,2005-06-28T00:00:00,0,636,286,selection_fit,342
287,Climate:h4:f2:o339,339,train,2006-07-04T00:00:00,2005-07-05T00:00:00,0,636,287,selection_fit,343
288,Climate:h4:f2:o340,340,train,2006-07-11T00:00:00,2005-07-12T00:00:00,0,636,288,selection_fit,344
289,Climate:h4:f2:o341,341,train,2006-07-18T00:00:00,2005-07-19T00:00:00,0,636,289,selection_fit,345
290,Climate:h4:f2:o342,342,train,2006-07-25T00:00:00,2005-07-26T00:00:00,0,636,290,selection_fit,346
291,Climate:h4:f2:o343,343,train,2006-08-01T00:00:00,2005-08-02T00:00:00,0,636,291,selection_fit,347
292,Climate:h4:f2:o344,344,train,2006-08-08T00:00:00,2005-08-09T00:00:00,0,636,292,selection_fit,348
293,Climate:h4:f2:o345,345,train,2006-08-15T00:00:00,2005-08-16T00:00:00,0,636,293,selection_fit,349
294,Climate:h4:f2:o346,346,train,2006-08-22T00:00:00,2005-08-23T00:00:00,0,636,294,selection_fit,350
295,Climate:h4:f2:o347,347,train,2006-08-29T00:00:00,2005-08-30T00:00:00,0,636,295,selection_fit,351
296,Climate:h4:f2:o348,348,train,2006-09-05T00:00:00,2005-09-06T00:00:00,0,636,296,selection_fit,352
297,Climate:h4:f2:o349,349,train,2006-09-12T00:00:00,2005-09-13T00:00:00,0,636,297,selection_fit,353
298,Climate:h4:f2:o350,350,train,2006-09-19T00:00:00,2005-09-20T00:00:00,0,636,298,selection_fit,354
299,Climate:h4:f2:o351,351,train,2006-09-26T00:00:00,2005-09-27T00:00:00,0,636,299,selection_fit,355
300,Climate:h4:f2:o352,352,train,2006-10-03T00:00:00,2005-10-04T00:00:00,0,636,300,selection_fit,356
301,Climate:h4:f2:o353,353,train,2006-10-10T00:00:00,2005-10-11T00:00:00,0,636,301,selection_fit,357
302,Climate:h4:f2:o354,354,train,2006-10-17T00:00:00,2005-10-18T00:00:00,0,636,302,selection_fit,358
303,Climate:h4:f2:o355,355,train,2006-10-24T00:00:00,2005-10-25T00:00:00,0,636,303,selection_fit,359
304,Climate:h4:f2:o356,356,train,2006-10-31T00:00:00,2005-11-01T00:00:00,0,636,304,selection_fit,360
305,Climate:h4:f2:o357,357,train,2006-11-07T00:00:00,2005-11-08T00:00:00,0,636,305,selection_fit,361
306,Climate:h4:f2:o358,358,train,2006-11-14T00:00:00,2005-11-15T00:00:00,0,636,306,selection_fit,362
307,Climate:h4:f2:o359,359,train,2006-11-21T00:00:00,2005-11-22T00:00:00,0,636,307,selection_fit,363
308,Climate:h4:f2:o360,360,train,2006-11-28T00:00:00,2005-11-29T00:00:00,0,636,308,selection_fit,364
309,Climate:h4:f2:o361,361,train,2006-12-05T00:00:00,2005-12-06T00:00:00,0,636,309,selection_fit,365
310,Climate:h4:f2:o362,362,train,2006-12-12T00:00:00,2005-12-13T00:00:00,0,636,310,selection_fit,366
311,Climate:h4:f2:o363,363,train,2006-12-19T00:00:00,2005-12-20T00:00:00,0,636,311,selection_fit,367
312,Climate:h4:f2:o364,364,train,2006-12-26T00:00:00,2005-12-27T00:00:00,0,636,312,selection_fit,368
313,Climate:h4:f2:o365,365,train,2007-01-02T00:00:00,2006-01-03T00:00:00,0,636,313,selection_fit,369
314,Climate:h4:f2:o366,366,train,2007-01-09T00:00:00,2006-01-10T00:00:00,0,636,314,selection_fit,370
315,Climate:h4:f2:o367,367,train,2007-01-16T00:00:00,2006-01-17T00:00:00,0,636,315,selection_fit,371
316,Climate:h4:f2:o368,368,train,2007-01-23T00:00:00,2006-01-24T00:00:00,0,636,316,selection_fit,372
317,Climate:h4:f2:o369,369,train,2007-01-30T00:00:00,2006-01-31T00:00:00,0,636,317,selection_fit,373
318,Climate:h4:f2:o370,370,train,2007-02-06T00:00:00,2006-02-07T00:00:00,0,636,318,selection_fit,374
319,Climate:h4:f2:o371,371,train,2007-02-13T00:00:00,2006-02-14T00:00:00,0,636,319,selection_fit,375
320,Climate:h4:f2:o372,372,train,2007-02-20T00:00:00,2006-02-21T00:00:00,0,636,320,selection_fit,376
321,Climate:h4:f2:o373,373,train,2007-02-27T00:00:00,2006-02-28T00:00:00,0,636,321,selection_fit,377
322,Climate:h4:f2:o374,374,train,2007-03-06T00:00:00,2006-03-07T00:00:00,0,636,322,selection_fit,378
323,Climate:h4:f2:o375,375,train,2007-03-13T00:00:00,2006-03-14T00:00:00,0,636,323,selection_fit,379
324,Climate:h4:f2:o376,376,train,2007-03-20T00:00:00,2006-03-21T00:00:00,0,636,324,selection_fit,380
325,Climate:h4:f2:o377,377,train,2007-03-27T00:00:00,2006-03-28T00:00:00,0,636,325,selection_fit,381
326,Climate:h4:f2:o378,378,train,2007-04-03T00:00:00,2006-04-04T00:00:00,0,636,326,selection_fit,382
327,Climate:h4:f2:o379,379,train,2007-04-10T00:00:00,2006-04-11T00:00:00,0,636,327,selection_fit,383
328,Climate:h4:f2:o380,380,train,2007-04-17T00:00:00,2006-04-18T00:00:00,0,636,328,selection_fit,384
329,Climate:h4:f2:o381,381,train,2007-04-24T00:00:00,2006-04-25T00:00:00,0,636,329,selection_fit,385
330,Climate:h4:f2:o382,382,train,2007-05-01T00:00:00,2006-05-02T00:00:00,0,636,330,selection_fit,386
331,Climate:h4:f2:o383,383,train,2007-05-08T00:00:00,2006-05-09T00:00:00,0,636,331,selection_fit,387
332,Climate:h4:f2:o384,384,train,2007-05-15T00:00:00,2006-05-16T00:00:00,0,636,332,selection_fit,388
333,Climate:h4:f2:o385,385,train,2007-05-22T00:00:00,2006-05-23T00:00:00,0,636,333,selection_fit,389
334,Climate:h4:f2:o386,386,train,2007-05-29T00:00:00,2006-05-30T00:00:00,0,636,334,selection_fit,390
335,Climate:h4:f2:o387,387,train,2007-06-05T00:00:00,2006-06-06T00:00:00,0,636,335,selection_fit,391
336,Climate:h4:f2:o388,388,train,2007-06-12T00:00:00,2006-06-13T00:00:00,0,636,336,selection_fit,392
337,Climate:h4:f2:o389,389,train,2007-06-19T00:00:00,2006-06-20T00:00:00,0,636,337,selection_fit,393
338,Climate:h4:f2:o390,390,train,2007-06-26T00:00:00,2006-06-27T00:00:00,0,636,338,selection_fit,394
339,Climate:h4:f2:o391,391,train,2007-07-03T00:00:00,2006-07-04T00:00:00,0,636,339,selection_fit,395
340,Climate:h4:f2:o392,392,train,2007-07-10T00:00:00,2006-07-11T00:00:00,0,636,340,selection_fit,396
341,Climate:h4:f2:o393,393,train,2007-07-17T00:00:00,2006-07-18T00:00:00,0,636,341,selection_fit,397
342,Climate:h4:f2:o394,394,train,2007-07-24T00:00:00,2006-07-25T00:00:00,0,636,342,selection_fit,398
343,Climate:h4:f2:o395,395,train,2007-07-31T00:00:00,2006-08-01T00:00:00,0,636,343,selection_fit,399
344,Climate:h4:f2:o396,396,train,2007-08-07T00:00:00,2006-08-08T00:00:00,0,636,344,selection_fit,400
345,Climate:h4:f2:o397,397,train,2007-08-14T00:00:00,2006-08-15T00:00:00,0,636,345,selection_fit,401
346,Climate:h4:f2:o398,398,train,2007-08-21T00:00:00,2006-08-22T00:00:00,0,636,346,selection_fit,402
347,Climate:h4:f2:o399,399,train,2007-08-28T00:00:00,2006-08-29T00:00:00,0,636,347,selection_fit,403
348,Climate:h4:f2:o400,400,train,2007-09-04T00:00:00,2006-09-05T00:00:00,0,636,348,selection_fit,404
349,Climate:h4:f2:o401,401,train,2007-09-11T00:00:00,2006-09-12T00:00:00,0,636,349,selection_fit,405
350,Climate:h4:f2:o402,402,train,2007-09-18T00:00:00,2006-09-19T00:00:00,0,636,350,selection_fit,406
351,Climate:h4:f2:o403,403,train,2007-09-25T00:00:00,2006-09-26T00:00:00,0,636,351,selection_fit,407
352,Climate:h4:f2:o404,404,train,2007-10-02T00:00:00,2006-10-03T00:00:00,0,636,352,selection_fit,408
353,Climate:h4:f2:o405,405,train,2007-10-09T00:00:00,2006-10-10T00:00:00,0,636,353,selection_fit,409
354,Climate:h4:f2:o406,406,train,2007-10-16T00:00:00,2006-10-17T00:00:00,0,636,354,selection_fit,410
355,Climate:h4:f2:o407,407,train,2007-10-23T00:00:00,2006-10-24T00:00:00,0,636,355,selection_fit,411
356,Climate:h4:f2:o408,408,train,2007-10-30T00:00:00,2006-10-31T00:00:00,0,636,356,selection_fit,412
357,Climate:h4:f2:o409,409,train,2007-11-06T00:00:00,2006-11-07T00:00:00,0,636,357,selection_fit,413
358,Climate:h4:f2:o410,410,train,2007-11-13T00:00:00,2006-11-14T00:00:00,0,636,358,selection_fit,414
359,Climate:h4:f2:o411,411,train,2007-11-20T00:00:00,2006-11-21T00:00:00,0,636,359,selection_fit,415
360,Climate:h4:f2:o412,412,train,2007-11-27T00:00:00,2006-11-28T00:00:00,0,636,360,selection_fit,416
361,Climate:h4:f2:o413,413,train,2007-12-04T00:00:00,2006-12-05T00:00:00,0,636,361,selection_fit,417
362,Climate:h4:f2:o414,414,train,2007-12-11T00:00:00,2006-12-12T00:00:00,0,636,362,selection_fit,418
363,Climate:h4:f2:o415,415,train,2007-12-18T00:00:00,2006-12-19T00:00:00,0,636,363,selection_fit,419
364,Climate:h4:f2:o416,416,train,2007-12-25T00:00:00,2006-12-26T00:00:00,0,636,364,selection_fit,420
365,Climate:h4:f2:o417,417,train,2008-01-01T00:00:00,2007-01-02T00:00:00,0,636,365,selection_fit,421
366,Climate:h4:f2:o418,418,train,2008-01-08T00:00:00,2007-01-09T00:00:00,0,636,366,selection_fit,422
367,Climate:h4:f2:o419,419,train,2008-01-15T00:00:00,2007-01-16T00:00:00,0,636,367,selection_fit,423
368,Climate:h4:f2:o420,420,train,2008-01-22T00:00:00,2007-01-23T00:00:00,0,636,368,selection_fit,424
369,Climate:h4:f2:o421,421,train,2008-01-29T00:00:00,2007-01-30T00:00:00,0,636,369,selection_fit,425
370,Climate:h4:f2:o422,422,train,2008-02-05T00:00:00,2007-02-06T00:00:00,0,636,370,selection_fit,426
371,Climate:h4:f2:o423,423,train,2008-02-12T00:00:00,2007-02-13T00:00:00,0,636,371,selection_fit,427
372,Climate:h4:f2:o424,424,train,2008-02-19T00:00:00,2007-02-20T00:00:00,0,636,372,selection_fit,428
373,Climate:h4:f2:o425,425,train,2008-02-26T00:00:00,2007-02-27T00:00:00,0,636,373,selection_fit,429
374,Climate:h4:f2:o426,426,train,2008-03-04T00:00:00,2007-03-06T00:00:00,0,636,374,selection_fit,430
375,Climate:h4:f2:o427,427,train,2008-03-11T00:00:00,2007-03-13T00:00:00,0,636,375,selection_fit,431
376,Climate:h4:f2:o428,428,train,2008-03-18T00:00:00,2007-03-20T00:00:00,0,636,376,selection_fit,432
377,Climate:h4:f2:o429,429,train,2008-03-25T00:00:00,2007-03-27T00:00:00,0,636,377,selection_fit,433
378,Climate:h4:f2:o430,430,train,2008-04-01T00:00:00,2007-04-03T00:00:00,0,636,378,selection_fit,434
379,Climate:h4:f2:o431,431,train,2008-04-08T00:00:00,2007-04-10T00:00:00,0,636,379,selection_fit,435
380,Climate:h4:f2:o432,432,train,2008-04-15T00:00:00,2007-04-17T00:00:00,0,636,380,selection_fit,436
381,Climate:h4:f2:o433,433,train,2008-04-22T00:00:00,2007-04-24T00:00:00,0,636,381,selection_fit,437
382,Climate:h4:f2:o434,434,train,2008-04-29T00:00:00,2007-05-01T00:00:00,0,636,382,selection_fit,438
383,Climate:h4:f2:o435,435,train,2008-05-06T00:00:00,2007-05-08T00:00:00,0,636,383,selection_fit,439
384,Climate:h4:f2:o436,436,train,2008-05-13T00:00:00,2007-05-15T00:00:00,0,636,384,selection_fit,440
385,Climate:h4:f2:o437,437,train,2008-05-20T00:00:00,2007-05-22T00:00:00,0,636,385,selection_fit,441
386,Climate:h4:f2:o438,438,train,2008-05-27T00:00:00,2007-05-29T00:00:00,0,636,386,selection_fit,442
387,Climate:h4:f2:o439,439,train,2008-06-03T00:00:00,2007-06-05T00:00:00,0,636,387,selection_fit,443
388,Climate:h4:f2:o440,440,train,2008-06-10T00:00:00,2007-06-12T00:00:00,0,636,388,selection_fit,444
389,Climate:h4:f2:o441,441,train,2008-06-17T00:00:00,2007-06-19T00:00:00,0,636,389,selection_fit,445
390,Climate:h4:f2:o442,442,train,2008-06-24T00:00:00,2007-06-26T00:00:00,0,636,390,selection_fit,446
391,Climate:h4:f2:o443,443,train,2008-07-01T00:00:00,2007-07-03T00:00:00,0,636,391,selection_fit,447
392,Climate:h4:f2:o444,444,train,2008-07-08T00:00:00,2007-07-10T00:00:00,0,636,392,selection_fit,448
393,Climate:h4:f2:o445,445,train,2008-07-15T00:00:00,2007-07-17T00:00:00,0,636,393,selection_fit,449
394,Climate:h4:f2:o446,446,train,2008-07-22T00:00:00,2007-07-24T00:00:00,0,636,394,selection_fit,450
395,Climate:h4:f2:o447,447,train,2008-07-29T00:00:00,2007-07-31T00:00:00,0,636,395,selection_fit,451
396,Climate:h4:f2:o448,448,train,2008-08-05T00:00:00,2007-08-07T00:00:00,0,636,396,selection_fit,452
397,Climate:h4:f2:o449,449,train,2008-08-12T00:00:00,2007-08-14T00:00:00,0,636,397,selection_fit,453
398,Climate:h4:f2:o450,450,train,2008-08-19T00:00:00,2007-08-21T00:00:00,0,636,398,selection_fit,454
399,Climate:h4:f2:o451,451,train,2008-08-26T00:00:00,2007-08-28T00:00:00,0,636,399,selection_fit,455
400,Climate:h4:f2:o452,452,train,2008-09-02T00:00:00,2007-09-04T00:00:00,0,636,400,selection_fit,456
401,Climate:h4:f2:o453,453,train,2008-09-09T00:00:00,2007-09-11T00:00:00,0,636,401,selection_fit,457
402,Climate:h4:f2:o454,454,train,2008-09-16T00:00:00,2007-09-18T00:00:00,0,636,402,selection_fit,458
403,Climate:h4:f2:o455,455,train,2008-09-23T00:00:00,2007-09-25T00:00:00,0,636,403,selection_fit,459
404,Climate:h4:f2:o456,456,train,2008-09-30T00:00:00,2007-10-02T00:00:00,0,636,404,selection_fit,460
405,Climate:h4:f2:o457,457,train,2008-10-07T00:00:00,2007-10-09T00:00:00,0,636,405,selection_fit,461
406,Climate:h4:f2:o458,458,train,2008-10-14T00:00:00,2007-10-16T00:00:00,0,636,406,selection_fit,462
407,Climate:h4:f2:o459,459,train,2008-10-21T00:00:00,2007-10-23T00:00:00,0,636,407,selection_fit,463
408,Climate:h4:f2:o460,460,train,2008-10-28T00:00:00,2007-10-30T00:00:00,0,636,408,selection_fit,464
409,Climate:h4:f2:o461,461,train,2008-11-04T00:00:00,2007-11-06T00:00:00,0,636,409,selection_fit,465
410,Climate:h4:f2:o462,462,train,2008-11-11T00:00:00,2007-11-13T00:00:00,0,636,410,selection_fit,466
411,Climate:h4:f2:o463,463,train,2008-11-18T00:00:00,2007-11-20T00:00:00,0,636,411,selection_fit,467
412,Climate:h4:f2:o464,464,train,2008-11-25T00:00:00,2007-11-27T00:00:00,0,636,412,selection_fit,468
413,Climate:h4:f2:o465,465,train,2008-12-02T00:00:00,2007-12-04T00:00:00,0,636,413,selection_fit,469
414,Climate:h4:f2:o466,466,train,2008-12-09T00:00:00,2007-12-11T00:00:00,0,636,414,selection_fit,470
415,Climate:h4:f2:o467,467,train,2008-12-16T00:00:00,2007-12-18T00:00:00,0,636,415,selection_fit,471
416,Climate:h4:f2:o468,468,train,2008-12-23T00:00:00,2007-12-25T00:00:00,0,636,416,selection_fit,472
417,Climate:h4:f2:o469,469,train,2008-12-30T00:00:00,2008-01-01T00:00:00,0,636,417,selection_fit,473
418,Climate:h4:f2:o470,470,train,2009-01-06T00:00:00,2008-01-08T00:00:00,0,636,418,selection_fit,474
419,Climate:h4:f2:o471,471,train,2009-01-13T00:00:00,2008-01-15T00:00:00,0,636,419,selection_fit,475
420,Climate:h4:f2:o472,472,train,2009-01-20T00:00:00,2008-01-22T00:00:00,0,636,420,selection_fit,476
421,Climate:h4:f2:o473,473,train,2009-01-27T00:00:00,2008-01-29T00:00:00,0,636,421,selection_fit,477
422,Climate:h4:f2:o474,474,train,2009-02-03T00:00:00,2008-02-05T00:00:00,0,636,422,selection_fit,478
423,Climate:h4:f2:o475,475,train,2009-02-10T00:00:00,2008-02-12T00:00:00,0,636,423,selection_fit,479
424,Climate:h4:f2:o476,476,train,2009-02-17T00:00:00,2008-02-19T00:00:00,0,636,424,selection_fit,480
425,Climate:h4:f2:o477,477,train,2009-02-24T00:00:00,2008-02-26T00:00:00,0,636,425,selection_fit,481
426,Climate:h4:f2:o478,478,train,2009-03-03T00:00:00,2008-03-04T00:00:00,0,636,426,selection_fit,482
427,Climate:h4:f2:o479,479,train,2009-03-10T00:00:00,2008-03-11T00:00:00,0,636,427,selection_fit,483
428,Climate:h4:f2:o480,480,train,2009-03-17T00:00:00,2008-03-18T00:00:00,0,636,428,selection_fit,484
429,Climate:h4:f2:o481,481,train,2009-03-24T00:00:00,2008-03-25T00:00:00,0,636,429,selection_fit,485
430,Climate:h4:f2:o482,482,train,2009-03-31T00:00:00,2008-04-01T00:00:00,0,636,430,selection_fit,486
431,Climate:h4:f2:o483,483,train,2009-04-07T00:00:00,2008-04-08T00:00:00,0,636,431,selection_fit,487
432,Climate:h4:f2:o484,484,train,2009-04-14T00:00:00,2008-04-15T00:00:00,0,636,432,selection_fit,488
433,Climate:h4:f2:o485,485,train,2009-04-21T00:00:00,2008-04-22T00:00:00,0,636,433,selection_fit,489
434,Climate:h4:f2:o486,486,train,2009-04-28T00:00:00,2008-04-29T00:00:00,0,636,434,selection_fit,490
435,Climate:h4:f2:o487,487,train,2009-05-05T00:00:00,2008-05-06T00:00:00,0,636,435,selection_fit,491
436,Climate:h4:f2:o488,488,train,2009-05-12T00:00:00,2008-05-13T00:00:00,0,636,436,selection_fit,492
437,Climate:h4:f2:o489,489,train,2009-05-19T00:00:00,2008-05-20T00:00:00,0,636,437,selection_fit,493
438,Climate:h4:f2:o490,490,train,2009-05-26T00:00:00,2008-05-27T00:00:00,0,636,438,selection_fit,494
439,Climate:h4:f2:o491,491,train,2009-06-02T00:00:00,2008-06-03T00:00:00,0,636,439,selection_fit,495
440,Climate:h4:f2:o492,492,train,2009-06-09T00:00:00,2008-06-10T00:00:00,0,636,440,selection_fit,496
441,Climate:h4:f2:o493,493,train,2009-06-16T00:00:00,2008-06-17T00:00:00,0,636,441,selection_fit,497
442,Climate:h4:f2:o494,494,train,2009-06-23T00:00:00,2008-06-24T00:00:00,0,636,442,selection_fit,498
443,Climate:h4:f2:o495,495,train,2009-06-30T00:00:00,2008-07-01T00:00:00,0,636,443,selection_fit,499
444,Climate:h4:f2:o496,496,train,2009-07-07T00:00:00,2008-07-08T00:00:00,0,636,444,selection_fit,500
445,Climate:h4:f2:o497,497,train,2009-07-14T00:00:00,2008-07-15T00:00:00,0,636,445,selection_fit,501
446,Climate:h4:f2:o498,498,train,2009-07-21T00:00:00,2008-07-22T00:00:00,0,636,446,selection_fit,502
447,Climate:h4:f2:o499,499,train,2009-07-28T00:00:00,2008-07-29T00:00:00,0,636,447,selection_fit,503
448,Climate:h4:f2:o500,500,train,2009-08-04T00:00:00,2008-08-05T00:00:00,0,636,448,selection_fit,504
449,Climate:h4:f2:o501,501,train,2009-08-11T00:00:00,2008-08-12T00:00:00,0,636,449,selection_fit,505
450,Climate:h4:f2:o502,502,train,2009-08-18T00:00:00,2008-08-19T00:00:00,0,636,450,selection_fit,506
451,Climate:h4:f2:o503,503,train,2009-08-25T00:00:00,2008-08-26T00:00:00,0,636,451,selection_fit,507
452,Climate:h4:f2:o504,504,train,2009-09-01T00:00:00,2008-09-02T00:00:00,0,636,452,selection_fit,508
453,Climate:h4:f2:o505,505,train,2009-09-08T00:00:00,2008-09-09T00:00:00,0,636,453,selection_fit,509
454,Climate:h4:f2:o506,506,train,2009-09-15T00:00:00,2008-09-16T00:00:00,0,636,454,selection_fit,510
455,Climate:h4:f2:o507,507,train,2009-09-22T00:00:00,2008-09-23T00:00:00,0,636,455,selection_fit,511
456,Climate:h4:f2:o508,508,train,2009-09-29T00:00:00,2008-09-30T00:00:00,0,636,456,selection_fit,512
457,Climate:h4:f2:o509,509,train,2009-10-06T00:00:00,2008-10-07T00:00:00,0,636,457,selection_fit,513
458,Climate:h4:f2:o510,510,train,2009-10-13T00:00:00,2008-10-14T00:00:00,0,636,458,selection_fit,514
459,Climate:h4:f2:o511,511,train,2009-10-20T00:00:00,2008-10-21T00:00:00,0,636,459,selection_fit,515
460,Climate:h4:f2:o512,512,train,2009-10-27T00:00:00,2008-10-28T00:00:00,0,636,460,selection_fit,516
461,Climate:h4:f2:o513,513,train,2009-11-03T00:00:00,2008-11-04T00:00:00,0,636,461,selection_fit,517
462,Climate:h4:f2:o514,514,train,2009-11-10T00:00:00,2008-11-11T00:00:00,0,636,462,selection_fit,518
463,Climate:h4:f2:o515,515,train,2009-11-17T00:00:00,2008-11-18T00:00:00,0,636,463,selection_fit,519
464,Climate:h4:f2:o516,516,train,2009-11-24T00:00:00,2008-11-25T00:00:00,0,636,464,selection_fit,520
465,Climate:h4:f2:o517,517,train,2009-12-01T00:00:00,2008-12-02T00:00:00,0,636,465,selection_fit,521
466,Climate:h4:f2:o518,518,train,2009-12-08T00:00:00,2008-12-09T00:00:00,0,636,466,selection_fit,522
467,Climate:h4:f2:o519,519,train,2009-12-15T00:00:00,2008-12-16T00:00:00,0,636,467,selection_fit,523
468,Climate:h4:f2:o520,520,train,2009-12-22T00:00:00,2008-12-23T00:00:00,0,636,468,selection_fit,524
469,Climate:h4:f2:o521,521,train,2009-12-29T00:00:00,2008-12-30T00:00:00,0,636,469,selection_fit,525
470,Climate:h4:f2:o522,522,train,2010-01-05T00:00:00,2009-01-06T00:00:00,0,636,470,selection_fit,526
