numerical_row,start_date,end_date,delta_days_from_previous,missing_weeks_before,duplicate_start,ordered_after_previous,interval_days_inclusive
495,2009-06-30,2009-07-06,7.0,0,0,1,7
496,2009-07-07,2009-07-13,7.0,0,0,1,7
497,2009-07-14,2009-07-20,7.0,0,0,1,7
498,2009-07-21,2009-07-27,7.0,0,0,1,7
499,2009-07-28,2009-08-03,7.0,0,0,1,7
500,2009-08-04,2009-08-10,7.0,0,0,1,7
501,2009-08-11,2009-08-17,7.0,0,0,1,7
502,2009-08-18,2009-08-24,7.0,0,0,1,7
503,2009-08-25,2009-08-31,7.0,0,0,1,7
504,2009-09-01,2009-09-07,7.0,0,0,1,7
505,2009-09-08,2009-09-14,7.0,0,0,1,7
506,2009-09-15,2009-09-21,7.0,0,0,1,7
507,2009-09-22,2009-09-28,7.0,0,0,1,7
508,2009-09-29,2009-10-05,7.0,0,0,1,7
509,2009-10-06,2009-10-12,7.0,0,0,1,7
510,2009-10-13,2009-10-19,7.0,0,0,1,7
511,2009-10-20,2009-10-26,7.0,0,0,1,7
512,2009-10-27,2009-11-02,7.0,0,0,1,7
513,2009-11-03,2009-11-09,7.0,0,0,1,7
514,2009-11-10,2009-11-16,7.0,0,0,1,7
515,2009-11-17,2009-11-23,7.0,0,0,1,7
516,2009-11-24,2009-11-30,7.0,0,0,1,7
517,2009-12-01,2009-12-07,7.0,0,0,1,7
518,2009-12-08,2009-12-14,7.0,0,0,1,7
519,2009-12-15,2009-12-21,7.0,0,0,1,7
520,2009-12-22,2009-12-28,7.0,0,0,1,7
521,2009-12-29,2010-01-04,7.0,0,0,1,7
522,2010-01-05,2010-01-11,7.0,0,0,1,7
523,2010-01-12,2010-01-18,7.0,0,0,1,7
524,2010-01-19,2010-01-25,7.0,0,0,1,7
525,2010-01-26,2010-02-01,7.0,0,0,1,7
526,2010-02-02,2010-02-08,7.0,0,0,1,7
527,2010-02-09,2010-02-15,7.0,0,0,1,7
528,2010-02-16,2010-02-22,7.0,0,0,1,7
529,2010-02-23,2010-03-01,7.0,0,0,1,7
530,2010-03-02,2010-03-08,7.0,0,0,1,7
531,2010-03-09,2010-03-15,7.0,0,0,1,7
532,2010-03-16,2010-03-22,7.0,0,0,1,7
533,2010-03-23,2010-03-29,7.0,0,0,1,7
534,2010-03-30,2010-04-05,7.0,0,0,1,7
535,2010-04-06,2010-04-12,7.0,0,0,1,7
536,2010-04-13,2010-04-19,7.0,0,0,1,7
537,2010-04-20,2010-04-26,7.0,0,0,1,7
538,2010-04-27,2010-05-03,7.0,0,0,1,7
539,2010-05-04,2010-05-10,7.0,0,0,1,7
540,2010-05-11,2010-05-17,7.0,0,0,1,7
541,2010-05-18,2010-05-24,7.0,0,0,1,7
542,2010-05-25,2010-05-31,7.0,0,0,1,7
543,2010-06-01,2010-06-07,7.0,0,0,1,7
544,2010-06-08,2010-06-14,7.0,0,0,1,7
545,2010-06-15,2010-06-21,7.0,0,0,1,7
546,2010-06-22,2010-06-28,7.0,0,0,1,7
547,2010-06-29,2010-07-05,7.0,0,0,1,7
548,2010-07-06,2010-07-12,7.0,0,0,1,7
549,2010-07-13,2010-07-19,7.0,0,0,1,7
550,2010-07-20,2010-07-26,7.0,0,0,1,7
551,2010-07-27,2010-08-02,7.0,0,0,1,7
552,2010-08-03,2010-08-09,7.0,0,0,1,7
553,2010-08-10,2010-08-16,7.0,0,0,1,7
554,2010-08-17,2010-08-23,7.0,0,0,1,7
555,2010-08-24,2010-08-30,7.0,0,0,1,7
556,2010-08-31,2010-09-06,7.0,0,0,1,7
557,2010-09-07,2010-09-13,7.0,0,0,1,7
558,2010-09-14,2010-09-20,7.0,0,0,1,7
559,2010-09-21,2010-09-27,7.0,0,0,1,7
560,2010-09-28,2010-10-04,7.0,0,0,1,7
561,2010-10-05,2010-10-11,7.0,0,0,1,7
562,2010-10-12,2010-10-18,7.0,0,0,1,7
563,2010-10-19,2010-10-25,7.0,0,0,1,7
564,2010-10-26,2010-11-01,7.0,0,0,1,7
565,2010-11-02,2010-11-08,7.0,0,0,1,7
566,2010-11-09,2010-11-15,7.0,0,0,1,7
567,2010-11-16,2010-11-22,7.0,0,0,1,7
568,2010-11-23,2010-11-29,7.0,0,0,1,7
569,2010-11-30,2010-12-06,7.0,0,0,1,7
570,2010-12-07,2010-12-13,7.0,0,0,1,7
571,2010-12-14,2010-12-20,7.0,0,0,1,7
572,2010-12-21,2010-12-27,7.0,0,0,1,7
573,2010-12-28,2011-01-03,7.0,0,0,1,7
574,2011-01-04,2011-01-10,7.0,0,0,1,7
575,2011-01-11,2011-01-17,7.0,0,0,1,7
576,2011-01-18,2011-01-24,7.0,0,0,1,7
577,2011-01-25,2011-01-31,7.0,0,0,1,7
578,2011-02-01,2011-02-07,7.0,0,0,1,7
579,2011-02-08,2011-02-14,7.0,0,0,1,7
580,2011-02-15,2011-02-21,7.0,0,0,1,7
581,2011-02-22,2011-02-28,7.0,0,0,1,7
582,2011-03-01,2011-03-07,7.0,0,0,1,7
583,2011-03-08,2011-03-14,7.0,0,0,1,7
584,2011-03-15,2011-03-21,7.0,0,0,1,7
585,2011-03-22,2011-03-28,7.0,0,0,1,7
586,2011-03-29,2011-04-04,7.0,0,0,1,7
587,2011-04-05,2011-04-11,7.0,0,0,1,7
588,2011-04-12,2011-04-18,7.0,0,0,1,7
589,2011-04-19,2011-04-25,7.0,0,0,1,7
590,2011-04-26,2011-05-02,7.0,0,0,1,7
591,2011-05-03,2011-05-09,7.0,0,0,1,7
592,2011-05-10,2011-05-16,7.0,0,0,1,7
593,2011-05-17,2011-05-23,7.0,0,0,1,7
594,2011-05-24,2011-05-30,7.0,0,0,1,7
595,2011-05-31,2011-06-06,7.0,0,0,1,7
596,2011-06-07,2011-06-13,7.0,0,0,1,7
597,2011-06-14,2011-06-20,7.0,0,0,1,7
598,2011-06-21,2011-06-27,7.0,0,0,1,7
599,2011-06-28,2011-07-04,7.0,0,0,1,7
600,2011-07-05,2011-07-11,7.0,0,0,1,7
601,2011-07-12,2011-07-18,7.0,0,0,1,7
602,2011-07-19,2011-07-25,7.0,0,0,1,7
603,2011-07-26,2011-08-01,7.0,0,0,1,7
604,2011-08-02,2011-08-08,7.0,0,0,1,7
605,2011-08-09,2011-08-15,7.0,0,0,1,7
606,2011-08-16,2011-08-22,7.0,0,0,1,7
607,2011-08-23,2011-08-29,7.0,0,0,1,7
608,2011-08-30,2011-09-05,7.0,0,0,1,7
609,2011-09-06,2011-09-12,7.0,0,0,1,7
610,2011-09-13,2011-09-19,7.0,0,0,1,7
611,2011-09-20,2011-09-26,7.0,0,0,1,7
612,2011-09-27,2011-10-03,7.0,0,0,1,7
613,2011-10-04,2011-10-10,7.0,0,0,1,7
614,2011-10-11,2011-10-17,7.0,0,0,1,7
615,2011-10-18,2011-10-24,7.0,0,0,1,7
616,2011-10-25,2011-10-31,7.0,0,0,1,7
617,2011-11-01,2011-11-07,7.0,0,0,1,7
618,2011-11-08,2011-11-14,7.0,0,0,1,7
619,2011-11-15,2011-11-21,7.0,0,0,1,7
620,2011-11-22,2011-11-28,7.0,0,0,1,7
621,2011-11-29,2011-12-05,7.0,0,0,1,7
622,2011-12-06,2011-12-12,7.0,0,0,1,7
623,2011-12-13,2011-12-19,7.0,0,0,1,7
624,2011-12-20,2011-12-26,7.0,0,0,1,7
625,2011-12-27,2012-01-02,7.0,0,0,1,7
626,2012-01-03,2012-01-09,7.0,0,0,1,7
627,2012-01-10,2012-01-16,7.0,0,0,1,7
628,2012-01-17,2012-01-23,7.0,0,0,1,7
629,2012-01-24,2012-01-30,7.0,0,0,1,7
630,2012-01-31,2012-02-06,7.0,0,0,1,7
631,2012-02-07,2012-02-13,7.0,0,0,1,7
632,2012-02-14,2012-02-20,7.0,0,0,1,7
633,2012-02-21,2012-02-27,7.0,0,0,1,7
634,2012-02-28,2012-03-05,7.0,0,0,1,7
635,2012-03-06,2012-03-12,7.0,0,0,1,7
636,2012-03-13,2012-03-19,7.0,0,0,1,7
637,2012-03-20,2012-03-26,7.0,0,0,1,7
638,2012-03-27,2012-04-02,7.0,0,0,1,7
639,2012-04-03,2012-04-09,7.0,0,0,1,7
640,2012-04-10,2012-04-16,7.0,0,0,1,7
641,2012-04-17,2012-04-23,7.0,0,0,1,7
642,2012-04-24,2012-04-30,7.0,0,0,1,7
643,2012-05-01,2012-05-07,7.0,0,0,1,7
644,2012-05-08,2012-05-14,7.0,0,0,1,7
645,2012-05-15,2012-05-21,7.0,0,0,1,7
646,2012-05-22,2012-05-28,7.0,0,0,1,7
647,2012-05-29,2012-06-04,7.0,0,0,1,7
648,2012-06-05,2012-06-11,7.0,0,0,1,7
649,2012-06-12,2012-06-18,7.0,0,0,1,7
650,2012-06-19,2012-06-25,7.0,0,0,1,7
651,2012-06-26,2012-07-02,7.0,0,0,1,7
652,2012-07-03,2012-07-09,7.0,0,0,1,7
653,2012-07-10,2012-07-16,7.0,0,0,1,7
654,2012-07-17,2012-07-23,7.0,0,0,1,7
655,2012-07-24,2012-07-30,7.0,0,0,1,7
656,2012-07-31,2012-08-06,7.0,0,0,1,7
657,2012-08-07,2012-08-13,7.0,0,0,1,7
658,2012-08-14,2012-08-20,7.0,0,0,1,7
659,2012-08-21,2012-08-27,7.0,0,0,1,7
660,2012-08-28,2012-09-03,7.0,0,0,1,7
661,2012-09-04,2012-09-10,7.0,0,0,1,7
662,2012-09-11,2012-09-17,7.0,0,0,1,7
663,2012-09-18,2012-09-24,7.0,0,0,1,7
664,2012-09-25,2012-10-01,7.0,0,0,1,7
665,2012-10-02,2012-10-08,7.0,0,0,1,7
666,2012-10-09,2012-10-15,7.0,0,0,1,7
667,2012-10-16,2012-10-22,7.0,0,0,1,7
668,2012-10-23,2012-10-29,7.0,0,0,1,7
669,2012-10-30,2012-11-05,7.0,0,0,1,7
670,2012-11-06,2012-11-12,7.0,0,0,1,7
671,2012-11-13,2012-11-19,7.0,0,0,1,7
672,2012-11-20,2012-11-26,7.0,0,0,1,7
673,2012-11-27,2012-12-03,7.0,0,0,1,7
674,2012-12-04,2012-12-10,7.0,0,0,1,7
675,2012-12-11,2012-12-17,7.0,0,0,1,7
676,2012-12-18,2012-12-24,7.0,0,0,1,7
677,2012-12-25,2012-12-31,7.0,0,0,1,7
678,2013-01-01,2013-01-07,7.0,0,0,1,7
679,2013-01-08,2013-01-14,7.0,0,0,1,7
680,2013-01-15,2013-01-21,7.0,0,0,1,7
681,2013-01-22,2013-01-28,7.0,0,0,1,7
682,2013-01-29,2013-02-04,7.0,0,0,1,7
683,2013-02-05,2013-02-11,7.0,0,0,1,7
684,2013-02-12,2013-02-18,7.0,0,0,1,7
685,2013-02-19,2013-02-25,7.0,0,0,1,7
686,2013-02-26,2013-03-04,7.0,0,0,1,7
687,2013-03-05,2013-03-11,7.0,0,0,1,7
688,2013-03-12,2013-03-18,7.0,0,0,1,7
689,2013-03-19,2013-03-25,7.0,0,0,1,7
690,2013-03-26,2013-04-01,7.0,0,0,1,7
691,2013-04-02,2013-04-08,7.0,0,0,1,7
692,2013-04-09,2013-04-15,7.0,0,0,1,7
693,2013-04-16,2013-04-22,7.0,0,0,1,7
694,2013-04-23,2013-04-29,7.0,0,0,1,7
695,2013-04-30,2013-05-06,7.0,0,0,1,7
696,2013-05-07,2013-05-13,7.0,0,0,1,7
697,2013-05-14,2013-05-20,7.0,0,0,1,7
698,2013-05-21,2013-05-27,7.0,0,0,1,7
699,2013-05-28,2013-06-03,7.0,0,0,1,7
700,2013-06-04,2013-06-10,7.0,0,0,1,7
701,2013-06-11,2013-06-17,7.0,0,0,1,7
702,2013-06-18,2013-06-24,7.0,0,0,1,7
703,2013-06-25,2013-07-01,7.0,0,0,1,7
704,2013-07-02,2013-07-08,7.0,0,0,1,7
705,2013-07-09,2013-07-15,7.0,0,0,1,7
706,2013-07-16,2013-07-22,7.0,0,0,1,7
707,2013-07-23,2013-07-29,7.0,0,0,1,7
708,2013-07-30,2013-08-05,7.0,0,0,1,7
709,2013-08-06,2013-08-12,7.0,0,0,1,7
710,2013-08-13,2013-08-19,7.0,0,0,1,7
711,2013-08-20,2013-08-26,7.0,0,0,1,7
712,2013-08-27,2013-09-02,7.0,0,0,1,7
713,2013-09-03,2013-09-09,7.0,0,0,1,7
714,2013-09-10,2013-09-16,7.0,0,0,1,7
715,2013-09-17,2013-09-23,7.0,0,0,1,7
716,2013-09-24,2013-09-30,7.0,0,0,1,7
717,2013-10-01,2013-10-07,7.0,0,0,1,7
718,2013-10-08,2013-10-14,7.0,0,0,1,7
719,2013-10-15,2013-10-21,7.0,0,0,1,7
720,2013-10-22,2013-10-28,7.0,0,0,1,7
721,2013-10-29,2013-11-04,7.0,0,0,1,7
722,2013-11-05,2013-11-11,7.0,0,0,1,7
723,2013-11-12,2013-11-18,7.0,0,0,1,7
724,2013-11-19,2013-11-25,7.0,0,0,1,7
725,2013-11-26,2013-12-02,7.0,0,0,1,7
726,2013-12-03,2013-12-09,7.0,0,0,1,7
727,2013-12-10,2013-12-16,7.0,0,0,1,7
728,2013-12-17,2013-12-23,7.0,0,0,1,7
729,2013-12-24,2013-12-30,7.0,0,0,1,7
730,2013-12-31,2014-01-06,7.0,0,0,1,7
731,2014-01-07,2014-01-13,7.0,0,0,1,7
732,2014-01-14,2014-01-20,7.0,0,0,1,7
733,2014-01-21,2014-01-27,7.0,0,0,1,7
734,2014-01-28,2014-02-03,7.0,0,0,1,7
735,2014-02-04,2014-02-10,7.0,0,0,1,7
736,2014-02-11,2014-02-17,7.0,0,0,1,7
737,2014-02-18,2014-02-24,7.0,0,0,1,7
738,2014-02-25,2014-03-03,7.0,0,0,1,7
739,2014-03-04,2014-03-10,7.0,0,0,1,7
740,2014-03-11,2014-03-17,7.0,0,0,1,7
741,2014-03-18,2014-03-24,7.0,0,0,1,7
742,2014-03-25,2014-03-31,7.0,0,0,1,7
743,2014-04-01,2014-04-07,7.0,0,0,1,7
744,2014-04-08,2014-04-14,7.0,0,0,1,7
745,2014-04-15,2014-04-21,7.0,0,0,1,7
746,2014-04-22,2014-04-28,7.0,0,0,1,7
747,2014-04-29,2014-05-05,7.0,0,0,1,7
748,2014-05-06,2014-05-12,7.0,0,0,1,7
749,2014-05-13,2014-05-19,7.0,0,0,1,7
750,2014-05-20,2014-05-26,7.0,0,0,1,7
751,2014-05-27,2014-06-02,7.0,0,0,1,7
752,2014-06-03,2014-06-09,7.0,0,0,1,7
753,2014-06-10,2014-06-16,7.0,0,0,1,7
754,2014-06-17,2014-06-23,7.0,0,0,1,7
755,2014-06-24,2014-06-30,7.0,0,0,1,7
756,2014-07-01,2014-07-07,7.0,0,0,1,7
757,2014-07-08,2014-07-14,7.0,0,0,1,7
758,2014-07-15,2014-07-21,7.0,0,0,1,7
759,2014-07-22,2014-07-28,7.0,0,0,1,7
760,2014-07-29,2014-08-04,7.0,0,0,1,7
761,2014-08-05,2014-08-11,7.0,0,0,1,7
762,2014-08-12,2014-08-18,7.0,0,0,1,7
763,2014-08-19,2014-08-25,7.0,0,0,1,7
764,2014-08-26,2014-09-01,7.0,0,0,1,7
765,2014-09-02,2014-09-08,7.0,0,0,1,7
766,2014-09-09,2014-09-15,7.0,0,0,1,7
767,2014-09-16,2014-09-22,7.0,0,0,1,7
768,2014-09-23,2014-09-29,7.0,0,0,1,7
769,2014-09-30,2014-10-06,7.0,0,0,1,7
770,2014-10-07,2014-10-13,7.0,0,0,1,7
771,2014-10-14,2014-10-20,7.0,0,0,1,7
772,2014-10-21,2014-10-27,7.0,0,0,1,7
773,2014-10-28,2014-11-03,7.0,0,0,1,7
774,2014-11-04,2014-11-10,7.0,0,0,1,7
775,2014-11-11,2014-11-17,7.0,0,0,1,7
776,2014-11-18,2014-11-24,7.0,0,0,1,7
777,2014-11-25,2014-12-01,7.0,0,0,1,7
778,2014-12-02,2014-12-08,7.0,0,0,1,7
779,2014-12-09,2014-12-15,7.0,0,0,1,7
780,2014-12-16,2014-12-22,7.0,0,0,1,7
781,2014-12-23,2014-12-29,7.0,0,0,1,7
782,2014-12-30,2015-01-05,7.0,0,0,1,7
783,2015-01-06,2015-01-12,7.0,0,0,1,7
784,2015-01-13,2015-01-19,7.0,0,0,1,7
785,2015-01-20,2015-01-26,7.0,0,0,1,7
786,2015-01-27,2015-02-02,7.0,0,0,1,7
787,2015-02-03,2015-02-09,7.0,0,0,1,7
788,2015-02-10,2015-02-16,7.0,0,0,1,7
789,2015-02-17,2015-02-23,7.0,0,0,1,7
790,2015-02-24,2015-03-02,7.0,0,0,1,7
791,2015-03-03,2015-03-09,7.0,0,0,1,7
792,2015-03-10,2015-03-16,7.0,0,0,1,7
793,2015-03-17,2015-03-23,7.0,0,0,1,7
794,2015-03-24,2015-03-30,7.0,0,0,1,7
795,2015-03-31,2015-04-06,7.0,0,0,1,7
796,2015-04-07,2015-04-13,7.0,0,0,1,7
797,2015-04-14,2015-04-20,7.0,0,0,1,7
798,2015-04-21,2015-04-27,7.0,0,0,1,7
799,2015-04-28,2015-05-04,7.0,0,0,1,7
800,2015-05-05,2015-05-11,7.0,0,0,1,7
801,2015-05-12,2015-05-18,7.0,0,0,1,7
802,2015-05-19,2015-05-25,7.0,0,0,1,7
803,2015-05-26,2015-06-01,7.0,0,0,1,7
804,2015-06-02,2015-06-08,7.0,0,0,1,7
805,2015-06-09,2015-06-15,7.0,0,0,1,7
806,2015-06-16,2015-06-22,7.0,0,0,1,7
807,2015-06-23,2015-06-29,7.0,0,0,1,7
808,2015-06-30,2015-07-06,7.0,0,0,1,7
809,2015-07-07,2015-07-13,7.0,0,0,1,7
810,2015-07-14,2015-07-20,7.0,0,0,1,7
811,2015-07-21,2015-07-27,7.0,0,0,1,7
812,2015-07-28,2015-08-03,7.0,0,0,1,7
813,2015-08-04,2015-08-10,7.0,0,0,1,7
814,2015-08-11,2015-08-17,7.0,0,0,1,7
815,2015-08-18,2015-08-24,7.0,0,0,1,7
816,2015-08-25,2015-08-31,7.0,0,0,1,7
817,2015-09-01,2015-09-07,7.0,0,0,1,7
818,2015-09-08,2015-09-14,7.0,0,0,1,7
819,2015-09-15,2015-09-21,7.0,0,0,1,7
820,2015-09-22,2015-09-28,7.0,0,0,1,7
821,2015-09-29,2015-10-05,7.0,0,0,1,7
822,2015-10-06,2015-10-12,7.0,0,0,1,7
823,2015-10-13,2015-10-19,7.0,0,0,1,7
824,2015-10-20,2015-10-26,7.0,0,0,1,7
825,2015-10-27,2015-11-02,7.0,0,0,1,7
826,2015-11-03,2015-11-09,7.0,0,0,1,7
827,2015-11-10,2015-11-16,7.0,0,0,1,7
828,2015-11-17,2015-11-23,7.0,0,0,1,7
829,2015-11-24,2015-11-30,7.0,0,0,1,7
830,2015-12-01,2015-12-07,7.0,0,0,1,7
831,2015-12-08,2015-12-14,7.0,0,0,1,7
832,2015-12-15,2015-12-21,7.0,0,0,1,7
833,2015-12-22,2015-12-28,7.0,0,0,1,7
834,2015-12-29,2016-01-04,7.0,0,0,1,7
835,2016-01-05,2016-01-11,7.0,0,0,1,7
836,2016-01-12,2016-01-18,7.0,0,0,1,7
837,2016-01-19,2016-01-25,7.0,0,0,1,7
838,2016-01-26,2016-02-01,7.0,0,0,1,7
839,2016-02-02,2016-02-08,7.0,0,0,1,7
840,2016-02-09,2016-02-15,7.0,0,0,1,7
841,2016-02-16,2016-02-22,7.0,0,0,1,7
842,2016-02-23,2016-02-29,7.0,0,0,1,7
843,2016-03-01,2016-03-07,7.0,0,0,1,7
844,2016-03-08,2016-03-14,7.0,0,0,1,7
845,2016-03-15,2016-03-21,7.0,0,0,1,7
846,2016-03-22,2016-03-28,7.0,0,0,1,7
847,2016-03-29,2016-04-04,7.0,0,0,1,7
848,2016-04-05,2016-04-11,7.0,0,0,1,7
849,2016-04-12,2016-04-18,7.0,0,0,1,7
850,2016-04-19,2016-04-25,7.0,0,0,1,7
851,2016-04-26,2016-05-02,7.0,0,0,1,7
852,2016-05-03,2016-05-09,7.0,0,0,1,7
853,2016-05-10,2016-05-16,7.0,0,0,1,7
854,2016-05-17,2016-05-23,7.0,0,0,1,7
855,2016-05-24,2016-05-30,7.0,0,0,1,7
856,2016-05-31,2016-06-06,7.0,0,0,1,7
857,2016-06-07,2016-06-13,7.0,0,0,1,7
858,2016-06-14,2016-06-20,7.0,0,0,1,7
859,2016-06-21,2016-06-27,7.0,0,0,1,7
860,2016-06-28,2016-07-04,7.0,0,0,1,7
861,2016-07-05,2016-07-11,7.0,0,0,1,7
862,2016-07-12,2016-07-18,7.0,0,0,1,7
863,2016-07-19,2016-07-25,7.0,0,0,1,7
864,2016-07-26,2016-08-01,7.0,0,0,1,7
865,2016-08-02,2016-08-08,7.0,0,0,1,7
866,2016-08-09,2016-08-15,7.0,0,0,1,7
867,2016-08-16,2016-08-22,7.0,0,0,1,7
868,2016-08-23,2016-08-29,7.0,0,0,1,7
869,2016-08-30,2016-09-05,7.0,0,0,1,7
870,2016-09-06,2016-09-12,7.0,0,0,1,7
871,2016-09-13,2016-09-19,7.0,0,0,1,7
872,2016-09-20,2016-09-26,7.0,0,0,1,7
873,2016-09-27,2016-10-03,7.0,0,0,1,7
874,2016-10-04,2016-10-10,7.0,0,0,1,7
875,2016-10-11,2016-10-17,7.0,0,0,1,7
876,2016-10-18,2016-10-24,7.0,0,0,1,7
877,2016-10-25,2016-10-31,7.0,0,0,1,7
878,2016-11-01,2016-11-07,7.0,0,0,1,7
879,2016-11-08,2016-11-14,7.0,0,0,1,7
880,2016-11-15,2016-11-21,7.0,0,0,1,7
881,2016-11-22,2016-11-28,7.0,0,0,1,7
882,2016-11-29,2016-12-05,7.0,0,0,1,7
883,2016-12-06,2016-12-12,7.0,0,0,1,7
884,2016-12-13,2016-12-19,7.0,0,0,1,7
885,2016-12-20,2016-12-26,7.0,0,0,1,7
886,2016-12-27,2017-01-02,7.0,0,0,1,7
887,2017-01-03,2017-01-09,7.0,0,0,1,7
888,2017-01-10,2017-01-16,7.0,0,0,1,7
889,2017-01-17,2017-01-23,7.0,0,0,1,7
890,2017-01-24,2017-01-30,7.0,0,0,1,7
891,2017-01-31,2017-02-06,7.0,0,0,1,7
892,2017-02-07,2017-02-13,7.0,0,0,1,7
893,2017-02-14,2017-02-20,7.0,0,0,1,7
894,2017-02-21,2017-02-27,7.0,0,0,1,7
895,2017-02-28,2017-03-06,7.0,0,0,1,7
896,2017-03-07,2017-03-13,7.0,0,0,1,7
897,2017-03-14,2017-03-20,7.0,0,0,1,7
898,2017-03-21,2017-03-27,7.0,0,0,1,7
899,2017-03-28,2017-04-03,7.0,0,0,1,7
900,2017-04-04,2017-04-10,7.0,0,0,1,7
901,2017-04-11,2017-04-17,7.0,0,0,1,7
902,2017-04-18,2017-04-24,7.0,0,0,1,7
903,2017-04-25,2017-05-01,7.0,0,0,1,7
904,2017-05-02,2017-05-08,7.0,0,0,1,7
905,2017-05-09,2017-05-15,7.0,0,0,1,7
906,2017-05-16,2017-05-22,7.0,0,0,1,7
907,2017-05-23,2017-05-29,7.0,0,0,1,7
908,2017-05-30,2017-06-05,7.0,0,0,1,7
909,2017-06-06,2017-06-12,7.0,0,0,1,7
910,2017-06-13,2017-06-19,7.0,0,0,1,7
911,2017-06-20,2017-06-26,7.0,0,0,1,7
912,2017-06-27,2017-07-03,7.0,0,0,1,7
913,2017-07-04,2017-07-10,7.0,0,0,1,7
914,2017-07-11,2017-07-17,7.0,0,0,1,7
915,2017-07-18,2017-07-24,7.0,0,0,1,7
916,2017-07-25,2017-07-31,7.0,0,0,1,7
917,2017-08-01,2017-08-07,7.0,0,0,1,7
918,2017-08-08,2017-08-14,7.0,0,0,1,7
919,2017-08-15,2017-08-21,7.0,0,0,1,7
920,2017-08-22,2017-08-28,7.0,0,0,1,7
921,2017-08-29,2017-09-04,7.0,0,0,1,7
922,2017-09-05,2017-09-11,7.0,0,0,1,7
923,2017-09-12,2017-09-18,7.0,0,0,1,7
924,2017-09-19,2017-09-25,7.0,0,0,1,7
925,2017-09-26,2017-10-02,7.0,0,0,1,7
926,2017-10-03,2017-10-09,7.0,0,0,1,7
927,2017-10-10,2017-10-16,7.0,0,0,1,7
928,2017-10-17,2017-10-23,7.0,0,0,1,7
929,2017-10-24,2017-10-30,7.0,0,0,1,7
930,2017-10-31,2017-11-06,7.0,0,0,1,7
931,2017-11-07,2017-11-13,7.0,0,0,1,7
932,2017-11-14,2017-11-20,7.0,0,0,1,7
933,2017-11-21,2017-11-27,7.0,0,0,1,7
934,2017-11-28,2017-12-04,7.0,0,0,1,7
935,2017-12-05,2017-12-11,7.0,0,0,1,7
936,2017-12-12,2017-12-18,7.0,0,0,1,7
937,2017-12-19,2017-12-25,7.0,0,0,1,7
938,2017-12-26,2018-01-01,7.0,0,0,1,7
939,2018-01-02,2018-01-08,7.0,0,0,1,7
940,2018-01-09,2018-01-15,7.0,0,0,1,7
941,2018-01-16,2018-01-22,7.0,0,0,1,7
942,2018-01-23,2018-01-29,7.0,0,0,1,7
943,2018-01-30,2018-02-05,7.0,0,0,1,7
944,2018-02-06,2018-02-12,7.0,0,0,1,7
945,2018-02-13,2018-02-19,7.0,0,0,1,7
946,2018-02-20,2018-02-26,7.0,0,0,1,7
947,2018-02-27,2018-03-05,7.0,0,0,1,7
948,2018-03-06,2018-03-12,7.0,0,0,1,7
949,2018-03-13,2018-03-19,7.0,0,0,1,7
950,2018-03-20,2018-03-26,7.0,0,0,1,7
951,2018-03-27,2018-04-02,7.0,0,0,1,7
952,2018-04-03,2018-04-09,7.0,0,0,1,7
953,2018-04-10,2018-04-16,7.0,0,0,1,7
954,2018-04-17,2018-04-23,7.0,0,0,1,7
955,2018-04-24,2018-04-30,7.0,0,0,1,7
956,2018-05-01,2018-05-07,7.0,0,0,1,7
957,2018-05-08,2018-05-14,7.0,0,0,1,7
958,2018-05-15,2018-05-21,7.0,0,0,1,7
959,2018-05-22,2018-05-28,7.0,0,0,1,7
960,2018-05-29,2018-06-04,7.0,0,0,1,7
961,2018-06-05,2018-06-11,7.0,0,0,1,7
962,2018-06-12,2018-06-18,7.0,0,0,1,7
963,2018-06-19,2018-06-25,7.0,0,0,1,7
964,2018-06-26,2018-07-02,7.0,0,0,1,7
965,2018-07-03,2018-07-09,7.0,0,0,1,7
966,2018-07-10,2018-07-16,7.0,0,0,1,7
967,2018-07-17,2018-07-23,7.0,0,0,1,7
968,2018-07-24,2018-07-30,7.0,0,0,1,7
969,2018-07-31,2018-08-06,7.0,0,0,1,7
970,2018-08-07,2018-08-13,7.0,0,0,1,7
971,2018-08-14,2018-08-20,7.0,0,0,1,7
972,2018-08-21,2018-08-27,7.0,0,0,1,7
973,2018-08-28,2018-09-03,7.0,0,0,1,7
974,2018-09-04,2018-09-10,7.0,0,0,1,7
975,2018-09-11,2018-09-17,7.0,0,0,1,7
976,2018-09-18,2018-09-24,7.0,0,0,1,7
977,2018-09-25,2018-10-01,7.0,0,0,1,7
978,2018-10-02,2018-10-08,7.0,0,0,1,7
979,2018-10-09,2018-10-15,7.0,0,0,1,7
980,2018-10-16,2018-10-22,7.0,0,0,1,7
981,2018-10-23,2018-10-29,7.0,0,0,1,7
982,2018-10-30,2018-11-05,7.0,0,0,1,7
983,2018-11-06,2018-11-12,7.0,0,0,1,7
984,2018-11-13,2018-11-19,7.0,0,0,1,7
985,2018-11-20,2018-11-26,7.0,0,0,1,7
986,2018-11-27,2018-12-03,7.0,0,0,1,7
987,2018-12-04,2018-12-10,7.0,0,0,1,7
988,2018-12-11,2018-12-17,7.0,0,0,1,7
989,2018-12-18,2018-12-24,7.0,0,0,1,7
990,2018-12-25,2018-12-31,7.0,0,0,1,7
991,2019-01-01,2019-01-07,7.0,0,0,1,7
